,Country/Region,Confirmed,Deaths,Recovered
0,World,2551137,177148.0,688356.0
1,USA,815491,45097.0,82620.0
2,Spain,204178,21282.0,82514.0
3,Italy,183957,24648.0,51600.0
4,France,158050,20796.0,39181.0
5,Germany,148291,5033.0,95200.0
6,UK,129044,17337.0,0.0
7,Turkey,95591,2259.0,14918.0
8,Iran,84802,5297.0,60965.0
9,Russia,52763,456.0,3873.0
10,Brazil,43079,2741.0,22991.0
11,Belgium,40956,5998.0,9002.0
12,Canada,38210,1831.0,13143.0
13,Netherlands,34134,3916.0,0.0
14,Switzerland,28063,1478.0,19400.0
15,Portugal,21379,762.0,917.0
16,India,20080,645.0,3975.0
17,Peru,17837,484.0,6982.0
18,Ireland,16040,730.0,9233.0
19,Sweden,15322,1765.0,550.0
20,Austria,14873,491.0,10971.0
21,Israel,13942,184.0,4507.0
22,Saudi Arabia,11631,109.0,1640.0
23,Japan,11135,263.0,1239.0
24,Chile,10832,147.0,4969.0
25,S. Korea,10683,237.0,8213.0
26,Ecuador,10398,520.0,1207.0
27,Poland,9856,401.0,1297.0
28,Pakistan,9565,201.0,2073.0
29,Romania,9242,498.0,2153.0
30,Singapore,9125,11.0,839.0
31,Mexico,8772,712.0,2627.0
32,UAE,7755,46.0,1443.0
33,Denmark,7695,370.0,4700.0
34,Norway,7191,182.0,32.0
35,Indonesia,7135,616.0,842.0
36,Czechia,6961,201.0,1753.0
37,Serbia,6890,130.0,977.0
38,Belarus,6723,55.0,577.0
39,Australia,6645,71.0,4685.0
40,Philippines,6599,437.0,654.0
41,Qatar,6533,9.0,614.0
42,Ukraine,6125,161.0,367.0
43,Malaysia,5482,92.0,3349.0
44,Dominican Republic,5044,245.0,463.0
45,Panama,4658,136.0,204.0
46,Finland,4014,141.0,2000.0
47,Colombia,3977,189.0,804.0
48,Luxembourg,3618,78.0,670.0
49,Egypt,3490,264.0,870.0
50,South Africa,3465,58.0,1055.0
51,Bangladesh,3382,110.0,87.0
52,Morocco,3209,145.0,393.0
53,Argentina,3031,147.0,840.0
54,Algeria,2811,392.0,1152.0
55,Thailand,2811,48.0,2108.0
56,Moldova,2614,72.0,505.0
57,Greece,2401,121.0,577.0
58,Hungary,2098,213.0,287.0
59,Kuwait,2080,11.0,412.0
60,Kazakhstan,1995,19.0,489.0
61,Bahrain,1973,7.0,784.0
62,Croatia,1908,48.0,801.0
63,Iceland,1778,10.0,1417.0
64,Uzbekistan,1678,6.0,357.0
65,Iraq,1602,83.0,1096.0
66,Estonia,1552,43.0,169.0
67,Oman,1508,8.0,238.0
68,Azerbaijan,1480,20.0,865.0
69,New Zealand,1445,13.0,1006.0
70,Armenia,1401,24.0,609.0
