,Country/Region,Confirmed,Deaths,Recovered
0,World,4098278,280224.0,1436206.0
1,China,82887,4633.0,78046.0
2,USA,1347309,80037.0,238078.0
3,Spain,262783,26478.0,173157.0
4,Italy,218268,30395.0,103031.0
5,UK,215260,31587.0,0.0
6,Russia,198676,1827.0,31916.0
7,France,176658,26310.0,56038.0
8,Germany,171324,7549.0,143300.0
9,Brazil,156061,10656.0,61685.0
10,Turkey,137115,3739.0,89480.0
11,Iran,106220,6589.0,85064.0
12,Canada,67702,4693.0,31249.0
13,Peru,65015,1814.0,20246.0
14,India,62808,2101.0,19301.0
15,Belgium,52596,8581.0,13411.0
16,Netherlands,42382,5422.0,0.0
17,Saudi Arabia,37136,239.0,10144.0
18,Mexico,31522,3160.0,20314.0
19,Switzerland,30251,1830.0,26400.0
20,Ecuador,29071,1717.0,3433.0
21,Pakistan,28736,636.0,7809.0
22,Portugal,27406,1126.0,2499.0
23,Chile,27219,304.0,12667.0
24,Sweden,25921,3220.0,4971.0
25,Ireland,22760,1446.0,17110.0
26,Singapore,22460,20.0,2296.0
27,Belarus,22052,126.0,6050.0
28,Qatar,21331,13.0,2449.0
29,UAE,17417,185.0,4295.0
30,Israel,16454,247.0,11376.0
31,Austria,15833,615.0,13928.0
32,Japan,15663,607.0,5906.0
33,Poland,15651,785.0,5437.0
34,Romania,15131,939.0,6912.0
35,Ukraine,14710,376.0,2909.0
36,Bangladesh,13770,214.0,2414.0
37,Indonesia,13645,959.0,2607.0
38,S. Korea,10840,256.0,9568.0
39,Philippines,10610,704.0,1842.0
40,Colombia,10495,445.0,2569.0
41,Denmark,10319,526.0,8093.0
42,Serbia,10032,213.0,2732.0
43,Dominican Republic,9882,385.0,2584.0
44,South Africa,9420,186.0,3983.0
45,Egypt,8964,514.0,2002.0
46,Norway,8099,219.0,32.0
47,Czechia,8095,276.0,4447.0
48,Panama,8070,231.0,886.0
49,Kuwait,7623,49.0,2622.0
50,Australia,6929,97.0,6135.0
51,Malaysia,6589,108.0,4929.0
52,Morocco,5910,186.0,2461.0
53,Finland,5880,265.0,4000.0
54,Argentina,5766,300.0,1728.0
55,Algeria,5558,494.0,2546.0
56,Kazakhstan,4975,31.0,1776.0
57,Moldova,4867,161.0,1925.0
58,Bahrain,4774,8.0,2055.0
59,Ghana,4263,22.0,378.0
60,Nigeria,4151,128.0,745.0
61,Afghanistan,4033,115.0,502.0
62,Luxembourg,3877,101.0,3550.0
63,Oman,3224,17.0,1068.0
64,Hungary,3213,405.0,904.0
65,Armenia,3175,44.0,1267.0
66,Thailand,3004,56.0,2787.0
67,Greece,2710,151.0,1374.0
68,Iraq,2679,107.0,1702.0
69,Azerbaijan,2422,31.0,1620.0
70,Uzbekistan,2349,10.0,1846.0
71,Cameroon,2274,108.0,1232.0
72,Bolivia,2266,106.0,237.0
73,Croatia,2176,87.0,1726.0
74,Bosnia and Herzegovina,2090,102.0,1059.0
75,Guinea,2042,11.0,698.0
76,Bulgaria,1921,90.0,422.0
77,Iceland,1801,10.0,1773.0
78,Honduras,1771,107.0,192.0
79,Cuba,1754,74.0,1140.0
80,Estonia,1733,60.0,747.0
81,Ivory Coast,1667,21.0,769.0
82,Senegal,1634,17.0,643.0
83,North Macedonia,1622,91.0,1112.0
84,New Zealand,1492,21.0,1368.0
85,Slovakia,1455,26.0,919.0
86,Slovenia,1454,101.0,255.0
87,Lithuania,1444,49.0,828.0
88,Djibouti,1189,3.0,834.0
89,Sudan,1164,64.0,119.0
90,Hong Kong,1045,4.0,967.0
91,Tunisia,1032,45.0,660.0
92,Somalia,997,48.0,110.0
93,Mayotte,988,11.0,492.0
94,DRC,937,39.0,130.0
95,Kyrgyzstan,931,12.0,658.0
96,Latvia,930,18.0,464.0
97,Guatemala,900,24.0,101.0
98,Cyprus,892,15.0,401.0
99,Albania,856,31.0,627.0
100,Sri Lanka,847,9.0,260.0
101,Niger,815,45.0,617.0
102,Lebanon,809,26.0,234.0
103,Maldives,790,3.0,29.0
104,El Salvador,784,17.0,276.0
105,Costa Rica,780,6.0,480.0
106,Andorra,754,48.0,545.0
107,Burkina Faso,748,48.0,569.0
108,Diamond Princess,712,13.0,645.0
