,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/02/2020 22:00,11177,350,295,
1,Zhejiang,China,2/02/2020 22:00,724,0,36,
2,Guangdong,China,2/02/2020 22:00,683,0,15,
3,Henan,China,2/02/2020 22:00,566,2,14,
4,Hunan,China,2/02/2020 22:00,521,0,16,
5,Anhui,China,2/02/2020 22:00,408,0,7,
6,Jiangxi,China,2/02/2020 22:00,391,0,18,
7,Chongqing,China,2/02/2020 22:00,300,2,7,
8,Jiangsu,China,2/02/2020 22:00,271,0,7,
9,Sichuan,China,2/02/2020 22:00,254,1,12,
10,Shandong,China,2/02/2020 22:00,246,0,6,
11,Shanghai,China,2/02/2020 22:00,193,1,10,
12,Beijing,China,2/02/2020 22:00,191,1,9,
13,Fujian,China,2/02/2020 22:00,179,0,0,
14,Shaanxi,China,2/02/2020 22:00,128,0,0,
15,Guangxi,China,2/02/2020 22:00,127,0,2,
16,Heilongjiang,China,2/02/2020 22:00,118,2,2,
17,Hebei,China,2/02/2020 22:00,113,1,3,
18,Yunnan,China,2/02/2020 22:00,105,0,3,
19,Hainan,China,2/02/2020 22:00,71,1,4,
20,Liaoning,China,2/02/2020 22:00,73,0,1,
21,Shanxi,China,2/02/2020 22:00,66,0,2,
22,Tianjin,China,2/02/2020 22:00,54,0,1,
23,Gansu,China,2/02/2020 22:00,51,0,3,
24,Guizhou,China,2/02/2020 22:00,46,0,2,
25,Inner Mongolia,China,2/02/2020 22:00,34,0,1,
26,Ningxia,China,2/02/2020 22:00,31,0,0,
27,Jilin,China,2/02/2020 22:00,31,0,1,
28,Xinjiang,China,2/02/2020 22:00,24,0,0,
29,,Japan,2/02/2020 22:00,20,0,1,
30,,Thailand,2/02/2020 22:00,19,0,7,
31,,Singapore,2/02/2020 22:00,18,0,0,
32,,S. Korea,2/02/2020 22:00,15,0,0,
33,Hong Kong,Hong Kong,2/02/2020 22:00,15,0,0,
34,Qinghai,China,2/02/2020 22:00,13,0,0,
35,Taiwan,Taiwan,2/02/2020 22:00,10,0,0,
36,,Germany,2/02/2020 22:00,10,0,0,
37,,Malaysia,2/02/2020 22:00,8,0,0,
38,Macau,Macao,2/02/2020 22:00,8,0,0,
39,,France,2/02/2020 22:00,6,0,0,
40,,Vietnam,2/02/2020 22:00,6,0,1,
41,,UAE,2/02/2020 22:00,5,0,0,
42,New South Wales,Australia,2/02/2020 22:00,4,0,2,
43,Victoria,Australia,2/02/2020 22:00,4,0,0,
44,California,USA,2/02/2020 22:00,4,0,0,"Los Angeles, Orange, Santa Clara"
45,Queensland,Australia,2/02/2020 22:00,2,0,0,
46,Ontario,Canada,2/02/2020 22:00,3,0,0,
47,,Italy,2/02/2020 22:00,2,0,0,
48,,Philippines,2/02/2020 22:00,2,1,0,
49,,Russia,2/02/2020 22:00,2,0,0,
50,,UK,2/02/2020 22:00,2,0,0,
51,Illinois,USA,2/02/2020 22:00,2,0,0,Chicago
52,,India,2/02/2020 22:00,2,0,0,
53,South Australia,Australia,2/02/2020 22:00,2,0,0,
54,,Cambodia,2/02/2020 22:00,1,0,0,
55,British Columbia,Canada,2/02/2020 22:00,1,0,0,
56,,Finland,2/02/2020 22:00,1,0,0,
57,Tibet,China,2/02/2020 22:00,1,0,0,
58,,Nepal,2/02/2020 22:00,1,0,0,
59,,Spain,2/02/2020 22:00,1,0,0,
60,,Sri Lanka,2/02/2020 22:00,1,0,0,
61,,Sweden,2/02/2020 22:00,1,0,0,
62,Massachusetts,USA,2/02/2020 22:00,1,0,0,Boston
63,WA,USA,2/02/2020 22:00,1,0,0,Seattle
64,Arizona,USA,2/02/2020 22:00,1,0,0,Tempe
