,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/07/2020 23:00,24953,699,1119,
1,Guangdong,China,2/07/2020 23:00,1075,1,98,
2,Zhejiang,China,2/07/2020 23:00,1048,0,127,
3,Henan,China,2/07/2020 23:00,981,4,99,
4,Hunan,China,2/07/2020 23:00,803,0,119,
5,Anhui,China,2/07/2020 23:00,733,0,47,
6,Jiangxi,China,2/07/2020 23:00,698,0,55,
7,Jiangsu,China,2/07/2020 23:00,439,0,43,
8,Chongqing,China,2/07/2020 23:00,426,2,31,
9,Shandong,China,2/07/2020 23:00,407,0,38,
10,Sichuan,China,2/07/2020 23:00,363,1,51,
11,Beijing,China,2/07/2020 23:00,315,2,34,
12,Heilongjiang,China,2/07/2020 23:00,295,5,13,
13,Shanghai,China,2/07/2020 23:00,281,1,30,
14,Fujian,China,2/07/2020 23:00,239,0,20,
15,Hebei,China,2/07/2020 23:00,195,1,25,
16,Shaanxi,China,2/07/2020 23:00,195,0,17,
17,Guangxi,China,2/07/2020 23:00,183,0,17,
18,Yunnan,China,2/07/2020 23:00,138,0,12,
19,Hainan,China,2/07/2020 23:00,124,2,11,
20,Shanxi,China,2/07/2020 23:00,104,0,15,
21,Liaoning,China,2/07/2020 23:00,99,0,7,
22,Tianjin,China,2/07/2020 23:00,88,1,2,
23,Guizhou,China,2/07/2020 23:00,89,1,6,
24,Gansu,China,2/07/2020 23:00,71,1,9,
25,Jilin,China,2/07/2020 23:00,69,1,4,
26,Yokohama,Japan,2/07/2020 23:00,64,0,0,
27,Inner Mongolia,China,2/07/2020 23:00,52,0,5,
28,Ningxia,China,2/07/2020 23:00,45,0,5,
29,Xinjiang,China,2/07/2020 23:00,42,0,0,
30,,Singapore,2/07/2020 23:00,33,0,2,
31,Hong Kong,Hong Kong,2/07/2020 23:00,26,1,0,
32,,Thailand,2/07/2020 23:00,25,0,9,
33,,Japan,2/07/2020 23:00,25,0,4,
34,,S. Korea,2/07/2020 23:00,24,0,2,
35,Qinghai,China,2/07/2020 23:00,18,0,3,
36,Taiwan,Taiwan,2/07/2020 23:00,16,0,1,
37,,Malaysia,2/07/2020 23:00,15,0,1,
38,,Germany,2/07/2020 23:00,14,0,0,
39,,Vietnam,2/07/2020 23:00,12,0,3,
40,Macau,Macao,2/07/2020 23:00,10,0,1,
41,,UAE,2/07/2020 23:00,7,0,0,
42,,France,2/07/2020 23:00,6,0,0,
43,California,USA,2/07/2020 23:00,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara"
44,Queensland,Australia,2/07/2020 23:00,5,0,0,
45,New South Wales,Australia,2/07/2020 23:00,4,0,3,
46,Victoria,Australia,2/07/2020 23:00,4,0,0,
47,British Columbia,Canada,2/07/2020 23:00,4,0,0,
48,Ontario,Canada,2/07/2020 23:00,3,0,0,
49,,India,2/07/2020 23:00,3,0,0,
50,,Philippines,2/07/2020 23:00,3,1,0,
51,,UK,2/07/2020 23:00,3,0,0,
52,,Italy,2/07/2020 23:00,3,0,0,
53,,Russia,2/07/2020 23:00,2,0,0,
54,Illinois,USA,2/07/2020 23:00,2,0,2,Chicago
55,South Australia,Australia,2/07/2020 23:00,2,0,0,
56,,Cambodia,2/07/2020 23:00,1,0,1,
57,,Finland,2/07/2020 23:00,1,0,1,
58,,Sri Lanka,2/07/2020 23:00,1,0,1,
59,Tibet,China,2/07/2020 23:00,1,0,0,
60,,Nepal,2/07/2020 23:00,1,0,0,
61,,Spain,2/07/2020 23:00,1,0,0,
62,,Sweden,2/07/2020 23:00,1,0,0,
63,Massachusetts,USA,2/07/2020 23:00,1,0,0,Boston
64,WA,USA,2/07/2020 23:00,1,0,0,Seattle
65,Arizona,USA,2/07/2020 23:00,1,0,0,Tempe
66,Brussels,Belgium,2/07/2020 23:00,1,0,0,
67,WI,USA,2/07/2020 23:00,1,0,0,Madison
