,Country/Region,Confirmed,Deaths,Recovered
7,World,6688679,392123,3228039
8,USA,1923637,110171,707154
9,Brazil,612862,33884,266132
10,Russia,441108,5384,204623
11,Spain,287740,27133,0
12,UK,281661,39904,0
13,Italy,234013,33689,161895
14,India,226713,6363,108450
15,Germany,184923,8736,167800
16,Peru,183198,5031,76228
17,Turkey,167410,4630,131778
18,Iran,164270,8071,127485
19,France,152444,29065,69976
20,Chile,118292,1356,90748
21,Mexico,101238,11729,73271
22,Canada,93726,7637,51739
23,Saudi Arabia,93157,611,68965
24,Pakistan,85264,1770,30128
25,Qatar,63741,45,39468
26,Belgium,58767,9548,16048
27,Bangladesh,57563,781,12161
28,Netherlands,46942,5990,0
29,Belarus,45981,253,21162
30,Sweden,41883,4562,0
31,Ecuador,40966,3486,20019
32,South Africa,40792,848,21311
33,UAE,37018,273,19572
34,Singapore,36922,24,23904
35,Colombia,35120,1087,12921
36,Portugal,33592,1455,20323
37,Switzerland,30913,1921,28600
38,Kuwait,29921,236,17223
39,Egypt,29767,1126,7756
40,Indonesia,28818,1721,8892
41,Ukraine,25411,747,11042
42,Ireland,25142,1664,22698
43,Poland,25048,1117,12227
44,Philippines,20382,984,4248
45,Argentina,20197,608,5993
46,Romania,19907,1305,13919
47,Dominican Republic,18319,520,11474
48,Afghanistan,18054,300,1585
49,Israel,17495,291,15013
50,Japan,17018,903,14867
51,Austria,16805,670,15717
52,Panama,14609,357,9519
53,Oman,14316,67,3451
54,Bahrain,13296,21,7728
55,Kazakhstan,12067,52,6606
56,Denmark,11811,582,10620
57,Bolivia,11638,400,1507
58,S. Korea,11629,273,10499
59,Serbia,11571,246,6910
60,Nigeria,11516,323,3535
61,Armenia,11221,176,3468
62,Algeria,9831,681,6297
63,Czechia,9494,326,6809
64,Moldova,9018,315,5009
65,Ghana,8885,38,3189
66,Iraq,8840,271,4338
67,Norway,8504,238,8138
68,Malaysia,8247,115,6559
69,Morocco,8003,208,7195
70,Australia,7240,102,6648
71,Finland,6911,322,5800
72,Cameroon,6789,203,3705
73,Azerbaijan,6522,78,3737
74,Guatemala,5760,143,929
75,Sudan,5714,333,1825
76,Honduras,5690,234,617
