,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/14/2020 23:00,54406,1457,4774,
1,Guangdong,China,2/14/2020 23:00,1294,2,397,
2,Henan,China,2/14/2020 23:00,1212,13,371,
3,Zhejiang,China,2/14/2020 23:00,1162,0,410,
4,Hunan,China,2/14/2020 23:00,1001,2,390,
5,Anhui,China,2/14/2020 23:00,950,6,205,
6,Jiangxi,China,2/14/2020 23:00,913,1,210,
7,Jiangsu,China,2/14/2020 23:00,604,0,171,
8,Chongqing,China,2/14/2020 23:00,537,5,152,
9,Shandong,China,2/14/2020 23:00,530,2,143,
10,Sichuan,China,2/14/2020 23:00,470,1,116,
11,Heilongjiang,China,2/14/2020 23:00,425,11,48,
12,Beijing,China,2/14/2020 23:00,372,4,82,
13,Shanghai,China,2/14/2020 23:00,326,1,124,
14,Hebei,China,2/14/2020 23:00,291,3,87,
15,Fujian,China,2/14/2020 23:00,285,0,66,
16,Shaanxi,China,2/14/2020 23:00,232,0,54,
17,Guangxi,China,2/14/2020 23:00,235,2,40,
18,Yokohama,Japan,2/14/2020 23:00,218,0,0,
19,Hainan,China,2/14/2020 23:00,162,4,38,
20,Yunnan,China,2/14/2020 23:00,162,0,39,
21,Guizhou,China,2/14/2020 23:00,143,1,37,
22,Shanxi,China,2/14/2020 23:00,127,0,38,
23,Tianjin,China,2/14/2020 23:00,121,3,32,
24,Liaoning,China,2/14/2020 23:00,119,1,29,
25,Gansu,China,2/14/2020 23:00,90,2,39,
26,Jilin,China,2/14/2020 23:00,88,1,25,
27,Ningxia,China,2/14/2020 23:00,70,0,27,
28,Xinjiang,China,2/14/2020 23:00,70,1,6,
29,Inner Mongolia,China,2/14/2020 23:00,68,0,6,
30,,Singapore,2/14/2020 23:00,67,0,17,
31,Hong Kong,Hong Kong,2/14/2020 23:00,56,1,1,
32,,Thailand,2/14/2020 23:00,33,0,13,
33,,Japan,2/14/2020 23:00,41,1,11,
34,,S. Korea,2/14/2020 23:00,28,0,7,
35,,Malaysia,2/14/2020 23:00,19,0,7,
36,Qinghai,China,2/14/2020 23:00,18,0,11,
37,Taiwan,Taiwan,2/14/2020 23:00,18,0,2,
38,,Germany,2/14/2020 23:00,16,0,1,
39,,Vietnam,2/14/2020 23:00,16,0,7,
40,,France,2/14/2020 23:00,11,0,3,
41,Macau,Macao,2/14/2020 23:00,10,0,3,
42,,UK,2/14/2020 23:00,9,0,1,
43,,UAE,2/14/2020 23:00,8,0,1,
44,California,USA,2/14/2020 23:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
45,Queensland,Australia,2/14/2020 23:00,5,0,0,
46,,India,2/14/2020 23:00,3,0,3,
47,New South Wales,Australia,2/14/2020 23:00,4,0,4,
48,Victoria,Australia,2/14/2020 23:00,4,0,4,
49,British Columbia,Canada,2/14/2020 23:00,5,0,0,
50,Ontario,Canada,2/14/2020 23:00,3,0,1,
51,,Philippines,2/14/2020 23:00,3,1,2,
52,,Italy,2/14/2020 23:00,3,0,0,
53,,Russia,2/14/2020 23:00,2,0,2,
54,Illinois,USA,2/14/2020 23:00,2,0,2,Chicago
55,South Australia,Australia,2/14/2020 23:00,2,0,0,
56,,Spain,2/14/2020 23:00,2,0,1,
57,,Cambodia,2/14/2020 23:00,1,0,1,
58,,Finland,2/14/2020 23:00,1,0,1,
59,,Sri Lanka,2/14/2020 23:00,1,0,1,
60,Tibet,China,2/14/2020 23:00,1,0,1,
61,,Nepal,2/14/2020 23:00,1,0,1,
62,,Sweden,2/14/2020 23:00,1,0,0,
63,Massachusetts,USA,2/14/2020 23:00,1,0,0,Boston
64,WA,USA,2/14/2020 23:00,1,0,1,Seattle
65,Arizona,USA,2/14/2020 23:00,1,0,0,Tempe
66,Brussels,Belgium,2/14/2020 23:00,1,0,0,
67,WI,USA,2/14/2020 23:00,1,0,0,Madison
68,Texas,USA,2/14/2020 23:00,1,0,0,
69,,Egypt,2/14/2020 23:00,1,0,0,
