,Country/Region,Confirmed,Deaths,Recovered
0,World,3724518,258026.0,1240705.0
1,China,82881,4633.0,77853.0
2,USA,1237633,72271.0,200626.0
3,Spain,250561,25613.0,154718.0
4,Italy,213013,29315.0,85231.0
5,UK,194990,29427.0,0.0
6,France,170551,25531.0,52736.0
7,Germany,167007,6993.0,135100.0
8,Russia,155370,1451.0,19865.0
9,Turkey,129491,3520.0,73285.0
10,Brazil,114715,7921.0,48221.0
11,Iran,99970,6340.0,80475.0
12,Canada,62046,4043.0,26993.0
13,Peru,51189,1444.0,15413.0
14,Belgium,50509,8016.0,12441.0
15,India,49400,1693.0,14142.0
16,Netherlands,41087,5168.0,0.0
17,Ecuador,31881,1569.0,3433.0
18,Saudi Arabia,30251,200.0,5431.0
19,Switzerland,30009,1795.0,25400.0
20,Portugal,25702,1074.0,1743.0
21,Mexico,24905,2271.0,15938.0
22,Sweden,23216,2854.0,4074.0
23,Pakistan,22049,514.0,5801.0
24,Chile,22016,275.0,10710.0
25,Ireland,21983,1339.0,13386.0
26,Singapore,19410,18.0,1519.0
27,Belarus,18350,107.0,3771.0
28,Qatar,17142,12.0,1924.0
29,Israel,16289,238.0,10465.0
30,Austria,15650,606.0,13462.0
31,Japan,15253,556.0,4496.0
32,UAE,15192,146.0,3153.0
33,Poland,14431,716.0,4280.0
34,Romania,13837,841.0,5454.0
35,Ukraine,12697,316.0,1875.0
36,Indonesia,12071,872.0,2197.0
37,Bangladesh,10929,183.0,1403.0
38,S. Korea,10804,254.0,9283.0
39,Denmark,9821,503.0,7296.0
40,Philippines,9684,637.0,1408.0
41,Serbia,9677,200.0,1723.0
42,Colombia,8613,378.0,2013.0
43,Dominican Republic,8480,354.0,1905.0
44,Norway,7955,215.0,32.0
45,Czechia,7896,257.0,4006.0
46,South Africa,7572,148.0,2746.0
47,Panama,7387,203.0,726.0
48,Egypt,7201,452.0,1730.0
49,Australia,6849,96.0,5889.0
50,Malaysia,6383,106.0,4567.0
51,Kuwait,5804,40.0,2032.0
52,Finland,5412,246.0,3500.0
53,Morocco,5219,181.0,1838.0
54,Argentina,5020,264.0,1472.0
55,Algeria,4838,470.0,2067.0
56,Moldova,4363,136.0,1544.0
57,Kazakhstan,4205,29.0,1279.0
58,Luxembourg,3840,96.0,3412.0
59,Bahrain,3720,8.0,1762.0
60,Afghanistan,3224,95.0,421.0
61,Hungary,3065,363.0,709.0
62,Thailand,2988,54.0,2747.0
63,Nigeria,2950,98.0,481.0
64,Oman,2735,13.0,858.0
