,Country/Region,Confirmed,Deaths,Recovered
0,China,80651,3070,55517
1,S. Korea,7041,48,118
2,Iran,5823,145,1669
3,Italy,4636,197,523
4,Germany,717,0,18
5,Diamond Princess,696,6,212
6,France,653,9,12
7,Spain,441,8,6
8,Japan,435,6,49
9,USA,335,17,15
10,Switzerland,216,1,3
11,Belgium,169,0,1
12,UK,164,2,18
13,Sweden,137,0,1
14,Norway,136,0,1
15,Singapore,130,0,82
16,Netherlands,128,1,0
17,Hong Kong,108,2,51
18,Malaysia,93,0,23
19,Austria,74,0,2
20,Australia,64,2,22
21,Kuwait,61,0,1
22,Bahrain,60,0,4
23,Canada,54,0,8
24,Thailand,50,1,31
25,Iraq,46,4,1
26,Greece,46,0,0
27,Taiwan,45,1,15
28,Iceland,45,0,1
29,UAE,45,0,7
30,India,33,0,3
31,San Marino,23,1,0
32,Denmark,23,0,1
33,Lebanon,22,0,1
34,Israel,21,0,2
35,Algeria,19,0,0
36,Czechia,19,0,0
37,Finland,19,0,1
38,Ireland,18,0,0
39,Vietnam,18,0,16
40,Oman,16,0,2
41,Palestine,16,0,0
42,Egypt,15,0,1
43,Portugal,15,0,0
44,Brazil,14,0,0
45,Ecuador,14,0,0
46,Russia,13,0,2
47,Croatia,12,0,0
48,Georgia,12,0,0
49,Qatar,12,0,0
50,Macao,10,0,10
51,Estonia,10,0,0
52,Azerbaijan,9,0,0
53,Romania,9,0,3
54,Argentina,8,0,0
55,Slovenia,8,0,0
56,Philippines,6,1,2
57,Belarus,6,0,0
58,Mexico,6,0,1
59,Pakistan,6,0,1
60,Poland,6,0,0
61,New Zealand,5,0,0
62,Saudi Arabia,5,0,1
63,Chile,5,0,0
64,Hungary,5,0,0
65,Afghanistan,4,0,0
66,Indonesia,4,0,0
67,Senegal,4,0,1
68,Luxembourg,3,0,0
69,North Macedonia,3,0,0
70,Bosnia and Herzegovina,3,0,0
71,Slovakia,3,0,0
72,Dominican Republic,2,0,0
73,Morocco,2,0,0
74,Cameroon,2,0,0
75,South Africa,2,0,0
76,Andorra,1,0,0
77,Armenia,1,0,0
78,Cambodia,1,0,1
79,Jordan,1,0,0
80,Latvia,1,0,1
81,Lithuania,1,0,0
82,Monaco,1,0,0
83,Nepal,1,0,1
84,Nigeria,1,0,0
85,Sri Lanka,1,0,1
86,Tunisia,1,0,0
87,Ukraine,1,0,0
88,Bhutan,1,0,0
89,Colombia,1,0,0
90,Costa Rica,1,0,0
91,Gibraltar,1,0,0
92,Vatican City,1,0,0
93,Liechtenstein,1,0,0
94,Malta,1,0,0
95,Peru,1,0,0
96,Serbia,1,0,0
97,Togo,1,0,0
