,Country/Region,Confirmed,Deaths,Recovered
0,World,1529968,89426.0,337276.0
1,USA,435160,14797.0,22891.0
2,Spain,152446,15238.0,52165.0
3,Italy,139422,17669.0,26491.0
4,Germany,113296,2349.0,46300.0
5,France,112950,10869.0,21254.0
6,Iran,64586,3993.0,29812.0
7,UK,60733,7097.0,135.0
8,Turkey,38226,812.0,1846.0
9,Belgium,24983,2523.0,5164.0
10,Switzerland,23514,913.0,9800.0
11,Netherlands,20549,2248.0,250.0
12,Canada,19438,435.0,4653.0
13,Brazil,16238,823.0,173.0
14,Portugal,13141,380.0,196.0
15,Austria,13074,295.0,5240.0
16,S. Korea,10423,204.0,6973.0
17,Russia,10131,76.0,698.0
18,Israel,9755,79.0,864.0
19,Sweden,8419,687.0,205.0
20,India,6237,186.0,569.0
21,Australia,6104,51.0,2987.0
22,Ireland,6074,235.0,25.0
23,Norway,6042,101.0,32.0
24,Chile,5546,48.0,1115.0
25,Denmark,5402,218.0,1621.0
26,Poland,5341,164.0,284.0
27,Czechia,5335,104.0,243.0
28,Romania,5202,229.0,647.0
29,Japan,4667,94.0,632.0
30,Ecuador,4450,242.0,140.0
31,Pakistan,4414,63.0,572.0
32,Peru,4342,121.0,1333.0
33,Malaysia,4228,67.0,1608.0
34,Philippines,4076,203.0,124.0
35,Indonesia,3293,280.0,252.0
36,Mexico,3181,174.0,633.0
37,Luxembourg,3034,46.0,500.0
38,Saudi Arabia,2932,41.0,631.0
39,Serbia,2666,65.0,118.0
40,UAE,2659,12.0,239.0
41,Finland,2605,40.0,300.0
42,Panama,2528,63.0,16.0
43,Thailand,2423,32.0,940.0
44,Qatar,2376,6.0,206.0
45,Dominican Republic,2111,108.0,50.0
46,Colombia,2054,55.0,123.0
47,Ukraine,1892,57.0,45.0
48,Greece,1884,83.0,269.0
49,South Africa,1845,18.0,95.0
50,Argentina,1795,65.0,358.0
51,Singapore,1623,6.0,406.0
52,Iceland,1616,6.0,633.0
53,Algeria,1572,205.0,237.0
54,Egypt,1560,103.0,305.0
55,Morocco,1346,96.0,103.0
56,Croatia,1343,19.0,179.0
57,New Zealand,1239,1.0,317.0
58,Estonia,1207,24.0,83.0
59,Iraq,1202,69.0,452.0
60,Moldova,1174,28.0,43.0
61,Slovenia,1124,43.0,128.0
62,Belarus,1066,13.0,77.0
63,Hungary,980,66.0,96.0
64,Hong Kong,974,4.0,293.0
65,Lithuania,955,15.0,8.0
66,Armenia,921,10.0,138.0
67,Kuwait,910,1.0,111.0
68,Bosnia and Herzegovina,841,35.0,95.0
69,Bahrain,823,5.0,477.0
70,Azerbaijan,822,8.0,63.0
71,Kazakhstan,764,7.0,58.0
72,Cameroon,730,10.0,60.0
73,Diamond Princess,712,11.0,619.0
74,Slovakia,701,2.0,16.0
75,Tunisia,628,24.0,25.0
76,North Macedonia,617,29.0,35.0
77,Bulgaria,611,24.0,48.0
78,Latvia,589,2.0,16.0
79,Lebanon,582,19.0,62.0
80,Andorra,564,23.0,52.0
81,Uzbekistan,555,3.0,30.0
82,Cyprus,526,9.0,52.0
83,Costa Rica,502,3.0,29.0
