,Country/Region,Confirmed,Deaths,Recovered
0,China,80696,3097,20516
1,S. Korea,7134,50,6966
2,Italy,5883,233,5061
3,Iran,5823,145,4009
4,France,949,16,921
5,Germany,800,0,782
6,Diamond Princess,696,6,445
7,Spain,525,10,485
8,Japan,461,6,379
9,USA,439,19,405
10,Switzerland,268,1,264
11,UK,209,2,189
12,Netherlands,188,1,187
13,Belgium,169,0,168
14,Sweden,161,0,160
15,Norway,156,0,156
16,Singapore,138,0,48
17,Hong Kong,108,2,55
18,Malaysia,93,0,70
19,Bahrain,85,0,79
20,Austria,81,0,79
21,Australia,77,3,52
22,Greece,66,0,66
23,Kuwait,61,0,60
24,Canada,60,0,52
25,Iraq,54,4,49
26,Thailand,50,1,18
27,Iceland,50,0,49
28,Egypt,48,0,47
29,Taiwan,45,1,29
30,UAE,45,0,38
31,India,34,0,31
32,Lebanon,28,0,27
33,Denmark,27,0,26
34,San Marino,26,1,25
35,Czechia,26,0,26
36,Israel,25,0,22
37,Portugal,21,0,21
38,Vietnam,21,0,5
39,Algeria,19,0,19
40,Brazil,19,0,19
41,Finland,19,0,18
42,Ireland,19,0,19
43,Palestine,19,0,19
44,Oman,16,0,14
45,Russia,15,0,12
46,Ecuador,14,0,14
47,Georgia,13,0,13
48,Romania,13,0,10
49,Croatia,12,0,12
50,Qatar,12,0,12
51,Slovenia,12,0,12
52,Macao,10,0,0
53,Estonia,10,0,10
54,Argentina,9,1,8
55,Azerbaijan,9,0,9
56,Mexico,7,0,6
57,Saudi Arabia,7,0,6
58,Chile,7,0,7
59,Philippines,6,1,3
60,Belarus,6,0,6
61,Pakistan,6,0,5
62,Peru,6,0,6
63,Poland,6,0,6
64,New Zealand,5,0,5
65,Costa Rica,5,0,5
66,French Guiana,5,0,5
67,Hungary,5,0,5
68,Afghanistan,4,0,4
69,Indonesia,4,0,4
70,Senegal,4,0,3
71,Luxembourg,3,0,3
72,North Macedonia,3,0,3
73,Bosnia and Herzegovina,3,0,3
74,Malta,3,0,3
75,Slovakia,3,0,3
76,Cambodia,2,0,1
77,Dominican Republic,2,0,2
78,Morocco,2,0,2
79,Bulgaria,2,0,2
80,Cameroon,2,0,2
81,Faeroe Islands,2,0,2
82,Maldives,2,0,2
83,South Africa,2,0,2
84,Andorra,1,0,1
85,Armenia,1,0,1
86,Jordan,1,0,1
87,Latvia,1,0,0
88,Lithuania,1,0,1
89,Monaco,1,0,1
90,Nepal,1,0,0
91,Nigeria,1,0,1
92,Sri Lanka,1,0,0
93,Tunisia,1,0,1
94,Ukraine,1,0,1
95,Bhutan,1,0,1
96,Colombia,1,0,1
97,Gibraltar,1,0,1
98,Vatican City,1,0,1
99,Liechtenstein,1,0,1
100,Moldova,1,0,1
101,Paraguay,1,0,1
102,Serbia,1,0,1
103,Togo,1,0,1
