,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/12/2020 21:30,48206,1310,3441,
1,Guangdong,China,2/12/2020 21:30,1241,2,284,
2,Henan,China,2/12/2020 21:30,1169,10,258,
3,Zhejiang,China,2/12/2020 21:30,1145,0,327,
4,Hunan,China,2/12/2020 21:30,968,2,312,
5,Anhui,China,2/12/2020 21:30,910,5,128,
6,Jiangxi,China,2/12/2020 21:30,872,1,170,
7,Jiangsu,China,2/12/2020 21:30,570,0,131,
8,Chongqing,China,2/12/2020 21:30,518,3,102,
9,Shandong,China,2/12/2020 21:30,506,2,98,
10,Sichuan,China,2/12/2020 21:30,451,1,93,
11,Heilongjiang,China,2/12/2020 21:30,395,9,31,
12,Beijing,China,2/12/2020 21:30,366,3,68,
13,Shanghai,China,2/12/2020 21:30,313,1,57,
14,Fujian,China,2/12/2020 21:30,279,0,54,
15,Hebei,China,2/12/2020 21:30,265,3,55,
16,Shaanxi,China,2/12/2020 21:30,229,0,43,
17,Guangxi,China,2/12/2020 21:30,222,2,33,
18,Yokohama,Japan,2/12/2020 21:30,174,0,0,
19,Hainan,China,2/12/2020 21:30,157,4,27,
20,Yunnan,China,2/12/2020 21:30,154,0,25,
21,Guizhou,China,2/12/2020 21:30,135,1,20,
22,Shanxi,China,2/12/2020 21:30,126,0,33,
23,Liaoning,China,2/12/2020 21:30,116,1,21,
24,Tianjin,China,2/12/2020 21:30,113,2,11,
25,Gansu,China,2/12/2020 21:30,87,2,31,
26,Jilin,China,2/12/2020 21:30,84,1,22,
27,Xinjiang,China,2/12/2020 21:30,63,1,3,
28,Inner Mongolia,China,2/12/2020 21:30,61,0,6,
29,Ningxia,China,2/12/2020 21:30,64,0,24,
30,Hong Kong,Hong Kong,2/12/2020 21:30,50,1,1,
31,,Singapore,2/12/2020 21:30,50,0,15,
32,,Thailand,2/12/2020 21:30,33,0,10,
33,,Japan,2/12/2020 21:30,29,0,9,
34,,S. Korea,2/12/2020 21:30,28,0,4,
35,Qinghai,China,2/12/2020 21:30,18,0,9,
36,Taiwan,Taiwan,2/12/2020 21:30,18,0,1,
37,,Malaysia,2/12/2020 21:30,18,0,3,
38,,Germany,2/12/2020 21:30,16,0,0,
39,,Vietnam,2/12/2020 21:30,15,0,6,
40,,France,2/12/2020 21:30,11,0,0,
41,Macau,Macao,2/12/2020 21:30,10,0,2,
42,,UK,2/12/2020 21:30,9,0,1,
43,,UAE,2/12/2020 21:30,8,0,1,
44,California,USA,2/12/2020 21:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
45,Queensland,Australia,2/12/2020 21:30,5,0,0,
46,New South Wales,Australia,2/12/2020 21:30,4,0,3,
47,Victoria,Australia,2/12/2020 21:30,4,0,2,
48,British Columbia,Canada,2/12/2020 21:30,4,0,0,
49,Ontario,Canada,2/12/2020 21:30,3,0,0,
50,,India,2/12/2020 21:30,3,0,0,
51,,Philippines,2/12/2020 21:30,3,1,2,
52,,Italy,2/12/2020 21:30,3,0,0,
53,,Russia,2/12/2020 21:30,2,0,2,
54,Illinois,USA,2/12/2020 21:30,2,0,2,Chicago
55,South Australia,Australia,2/12/2020 21:30,2,0,0,
56,,Spain,2/12/2020 21:30,2,0,0,
57,,Cambodia,2/12/2020 21:30,1,0,1,
58,,Finland,2/12/2020 21:30,1,0,1,
59,,Sri Lanka,2/12/2020 21:30,1,0,1,
60,Tibet,China,2/12/2020 21:30,1,0,1,
61,,Nepal,2/12/2020 21:30,1,0,0,
62,,Sweden,2/12/2020 21:30,1,0,0,
63,Massachusetts,USA,2/12/2020 21:30,1,0,0,Boston
64,WA,USA,2/12/2020 21:30,1,0,1,Seattle
65,Arizona,USA,2/12/2020 21:30,1,0,0,Tempe
66,Brussels,Belgium,2/12/2020 21:30,1,0,0,
67,WI,USA,2/12/2020 21:30,1,0,0,Madison
