,Country/Region,Confirmed,Deaths,Recovered
0,USA,143491,2583,152875
1,Italy,97689,10779,75528
2,Spain,80110,6803,63460
3,Germany,62435,541,52740
4,France,40174,2606,33599
5,Iran,38309,2640,24827
6,UK,19522,1228,20598
7,Switzerland,14829,300,13740
8,Belgium,10836,431,9859
9,Netherlands,10866,771,10636
10,Turkey,9217,131,10497
11,S. Korea,9583,152,4275
12,Austria,8788,86,8853
13,Canada,6320,65,6248
14,Portugal,5962,119,6225
15,Israel,4247,15,4518
16,Brazil,4256,136,4300
17,Norway,4284,26,4401
18,Australia,4163,17,4097
19,Sweden,3700,110,3866
20,Czechia,2817,16,2928
21,Ireland,2615,46,2851
22,Malaysia,2470,35,2110
23,Denmark,2395,72,2499
24,Chile,2139,7,2285
25,Romania,1815,43,1835
26,Poland,1862,22,2017
27,Luxembourg,1950,21,1926
28,Ecuador,1924,58,1899
29,Japan,1866,54,1388
30,Russia,1534,8,1761
31,Pakistan,1597,14,1620
32,Philippines,1418,71,1426
33,Thailand,1388,7,1286
34,Saudi Arabia,1299,8,1330
35,Indonesia,1285,114,1217
36,Finland,1240,11,1329
37,South Africa,1280,2,1292
38,India,1024,27,1117
39,Greece,1156,39,1117
40,Iceland,1020,2,927
41,Mexico,848,16,938
42,Panama,989,24,961
43,Peru,852,18,873
44,Dominican Republic,859,39,855
45,Singapore,844,3,648
46,Argentina,820,20,569
47,Colombia,702,10,771
48,Croatia,713,6,717
49,Serbia,741,13,727
50,Slovenia,730,11,735
51,Estonia,679,3,692
52,Diamond Princess,712,10,99
53,Qatar,634,1,641
54,Egypt,609,40,465
55,Hong Kong,642,4,520
56,Iraq,547,42,432
57,UAE,570,3,545
58,New Zealand,514,1,525
59,Algeria,511,31,512
60,Morocco,479,26,508
61,Ukraine,475,10,527
62,Bahrain,499,4,232
63,Lithuania,460,7,477
64,Armenia,424,3,449
65,Hungary,408,13,398
66,Lebanon,438,10,400
67,Latvia,347,0,375
68,Andorra,334,6,352
69,Bosnia and Herzegovina,323,6,341
70,Bulgaria,346,8,334
71,Slovakia,314,0,329
72,Costa Rica,314,2,324
73,Tunisia,312,8,302
74,Uruguay,304,1,309
75,Taiwan,298,3,262
76,Kazakhstan,284,1,280
77,Moldova,263,2,281
78,North Macedonia,259,6,266
79,Azerbaijan,209,4,243
80,Jordan,259,3,237
81,Kuwait,255,0,194
82,Burkina Faso,222,12,203
83,San Marino,224,22,192
84,Cyprus,214,6,201
85,Réunion,183,0,223
86,Albania,212,10,168
87,Vietnam,194,0,148
88,Oman,167,0,150
89,Afghanistan,120,4,164
90,Cuba,139,3,162
91,Ivory Coast,165,1,161
92,Faeroe Islands,159,0,98
93,Senegal,142,0,135
94,Malta,151,0,154
95,Ghana,152,5,145
96,Belarus,94,0,120
97,Uzbekistan,144,2,140
98,Channel Islands,108,2,139
99,Honduras,110,3,129
100,Cameroon,139,6,128
101,Venezuela,119,3,93
102,Nigeria,111,1,121
103,Mauritius,107,3,125
104,Brunei,126,1,88
105,Sri Lanka,117,1,105
106,Palestine,109,1,97
107,Cambodia,103,0,86
108,Guadeloupe,106,4,85
109,Georgia,91,0,83
110,Bolivia,81,1,93
111,Kyrgyzstan,84,0,91
112,Martinique,93,1,92
113,Montenegro,85,1,90
114,Trinidad and Tobago,78,3,78
115,Mayotte,63,0,72
116,DRC,81,8,71
117,Rwanda,70,0,70
118,Gibraltar,65,0,35
119,Paraguay,59,3,60
120,Liechtenstein,56,0,62
121,Kenya,42,1,48
122,Aruba,50,0,49
123,Bangladesh,48,5,25
124,Monaco,46,1,47
125,Isle of Man,42,0,49
126,French Guiana,43,0,37
127,Madagascar,39,0,43
128,Macao,37,0,28
129,Guatemala,34,1,25
130,Jamaica,32,1,33
131,French Polynesia,30,0,36
132,Zambia,29,0,35
133,Barbados,33,0,33
134,Uganda,33,0,33
135,Togo,25,1,28
136,El Salvador,24,0,30
137,Niger,18,1,24
138,Bermuda,22,0,25
139,Mali,18,1,23
140,Ethiopia,21,0,19
141,Guinea,16,0,22
142,Congo,19,0,19
143,Tanzania,14,0,18
144,Djibouti,18,0,18
145,Maldives,17,0,4
146,Saint Martin,11,0,12
147,Haiti,15,0,14
148,New Caledonia,15,0,15
149,Bahamas,14,0,13
150,Myanmar,10,0,14
151,Cayman Islands,12,1,11
152,Equatorial Guinea,12,0,12
153,Eritrea,12,0,12
154,Mongolia,12,0,10
155,Curaçao,8,1,8
156,Dominica,11,0,11
157,Namibia,11,0,9
158,Syria,9,1,8
159,Greenland,10,0,8
160,Grenada,9,0,9
161,Saint Lucia,9,0,8
162,Eswatini,9,0,9
163,Guyana,8,1,7
164,Guinea-Bissau,2,0,8
165,Laos,8,0,8
166,Libya,8,0,8
167,Mozambique,8,0,8
168,Seychelles,8,0,8
169,Suriname,8,0,8
170,Angola,7,2,5
171,Gabon,7,1,6
172,Zimbabwe,7,1,6
173,Antigua and Barbuda,7,0,7
174,Saint Kitts and Nevis,2,0,7
175,Sudan,6,1,4
176,Cabo Verde,6,1,5
177,Benin,6,0,6
178,Vatican City,6,0,6
179,St. Barth,5,0,5
180,Sint Maarten,6,0,6
181,Mauritania,5,0,2
182,Nepal,5,0,4
183,Chad,3,0,5
184,Fiji,5,0,5
185,Montserrat,5,0,5
186,Turks and Caicos,4,0,5
187,Gambia,4,1,3
188,Nicaragua,4,1,3
189,Bhutan,4,0,4
190,Belize,2,0,3
191,Botswana,0,0,3
192,CAR,3,0,3
193,Liberia,3,0,3
194,Somalia,3,0,3
195,MS Zaandam,2,0,2
196,Anguilla,2,0,2
197,British Virgin Islands,2,0,2
198,Papua New Guinea,1,0,1
199,St. Vincent Grenadines,1,0,0
200,Timor-Leste,1,0,1
201,China,81439,3300,2466
