,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,China,1/27/2020 20:30,2714.0,100.0,47.0
1,Zhejiang,China,1/27/2020 20:30,173.0,,1.0
2,Henan,China,1/27/2020 20:30,168.0,1.0,
3,Guangdong,China,1/27/2020 20:30,151.0,,4.0
4,Chongqing,China,1/27/2020 20:30,132.0,,
5,Anhui,China,1/27/2020 20:30,106.0,,
6,Hunan,China,1/27/2020 20:30,100.0,,
7,Sichuan,China,1/27/2020 20:30,90.0,,
8,Shandong,China,1/27/2020 20:30,87.0,1.0,
9,Beijing,China,1/27/2020 20:30,80.0,1.0,2.0
10,Jiangxi,China,1/27/2020 20:30,72.0,,2.0
11,Jiangsu,China,1/27/2020 20:30,70.0,,1.0
12,Shanghai,China,1/27/2020 20:30,66.0,1.0,3.0
13,Fujian,China,1/27/2020 20:30,59.0,,
14,Guangxi,China,1/27/2020 20:30,51.0,,
15,Shaanxi,China,1/27/2020 20:30,35.0,,
16,Hainan,China,1/27/2020 20:30,33.0,1.0,
17,Hebei,China,1/27/2020 20:30,33.0,1.0,
18,Heilongjiang,China,1/27/2020 20:30,30.0,1.0,
19,Liaoning,China,1/27/2020 20:30,27.0,,
20,Yunnan,China,1/27/2020 20:30,26.0,,
21,Tianjin,China,1/27/2020 20:30,23.0,,
22,Shanxi,China,1/27/2020 20:30,20.0,,
23,Gansu,China,1/27/2020 20:30,19.0,,
24,Inner Mongolia,China,1/27/2020 20:30,11.0,,
25,Guizhou,China,1/27/2020 20:30,9.0,,
26,Hong Kong,Hong Kong,1/27/2020 20:30,8.0,,
27,Ningxia,China,1/27/2020 20:30,7.0,,
28,Jilin,China,1/27/2020 20:30,6.0,,
29,Macau,Macao,1/27/2020 20:30,6.0,,
30,Qinghai,China,1/27/2020 20:30,6.0,,
31,Taiwan,Taiwan,1/27/2020 20:30,5.0,,
32,Xinjiang,China,1/27/2020 20:30,5.0,,
33,WA,USA,1/27/2020 20:30,1.0,,
34,Illinois,USA,1/27/2020 20:30,1.0,,
35,California,USA,1/27/2020 20:30,2.0,,
36,Arizona,USA,1/27/2020 20:30,1.0,,
37,,Japan,1/27/2020 20:30,4.0,,1.0
38,,Thailand,1/27/2020 20:30,8.0,,2.0
39,,S. Korea,1/27/2020 20:30,4.0,,
40,,Singapore,1/27/2020 20:30,5.0,,
41,,Vietnam,1/27/2020 20:30,2.0,,
42,,France,1/27/2020 20:30,3.0,,
43,,Nepal,1/27/2020 20:30,1.0,,
44,,Malaysia,1/27/2020 20:30,4.0,,
45,Ontario,Canada,1/27/2020 20:30,1.0,,
46,,Cambodia,1/27/2020 20:30,1.0,,
47,,Sri Lanka,1/27/2020 20:30,1.0,,
48,,Ivory Coast,1/27/2020 20:30,,,
49,New South Wales,Australia,1/27/2020 20:30,4.0,,
50,Victoria,Australia,1/27/2020 20:30,1.0,,
51,Bavaria,Germany,1/27/2020 20:30,1.0,,
