,Country/Region,Confirmed,Deaths,Recovered
0,World,4009291,275976.0,1382372.0
1,China,82886,4633.0,77993.0
2,USA,1321785,78615.0,223603.0
3,Spain,260117,26299.0,168408.0
4,Italy,217185,30201.0,99023.0
5,UK,211364,31241.0,0.0
6,Russia,187859,1723.0,26608.0
7,France,176079,26230.0,55782.0
8,Germany,170588,7510.0,141700.0
9,Brazil,145892,9992.0,59297.0
10,Turkey,135569,3689.0,86396.0
11,Iran,104691,6541.0,83837.0
12,Canada,66434,4569.0,30406.0
13,Peru,61847,1714.0,19012.0
14,India,59695,1985.0,17887.0
15,Belgium,52011,8521.0,13201.0
16,Netherlands,42093,5359.0,0.0
17,Saudi Arabia,35432,229.0,9120.0
18,Switzerland,30207,1823.0,26100.0
19,Mexico,29616,2961.0,17781.0
20,Ecuador,28818,1704.0,3433.0
21,Portugal,27268,1114.0,2422.0
22,Pakistan,26435,599.0,7530.0
23,Chile,25972,294.0,12160.0
24,Sweden,25265,3175.0,4971.0
25,Ireland,22541,1429.0,17110.0
26,Singapore,21707,20.0,2040.0
27,Belarus,21101,121.0,5484.0
28,Qatar,20201,12.0,2370.0
29,UAE,16793,174.0,3837.0
30,Israel,16436,245.0,11229.0
31,Austria,15774,614.0,13836.0
32,Japan,15575,590.0,5146.0
33,Poland,15366,776.0,5184.0
34,Romania,14811,923.0,6423.0
35,Ukraine,14195,361.0,2706.0
36,Bangladesh,13134,206.0,2101.0
37,Indonesia,13112,943.0,2494.0
38,S. Korea,10822,256.0,9484.0
39,Philippines,10463,696.0,1734.0
40,Denmark,10218,522.0,7927.0
41,Colombia,10051,428.0,2424.0
42,Serbia,9943,209.0,2453.0
43,Dominican Republic,9376,380.0,2286.0
44,South Africa,8895,178.0,3153.0
45,Egypt,8476,503.0,1945.0
46,Czechia,8077,273.0,4413.0
47,Norway,8070,218.0,32.0
48,Panama,7868,225.0,886.0
49,Kuwait,7208,47.0,2466.0
50,Australia,6914,97.0,6079.0
51,Malaysia,6535,107.0,4864.0
52,Finland,5738,260.0,4000.0
53,Morocco,5711,186.0,2324.0
54,Argentina,5611,293.0,1659.0
55,Algeria,5369,488.0,2467.0
56,Kazakhstan,4834,31.0,1631.0
57,Moldova,4728,150.0,1826.0
58,Bahrain,4444,8.0,2028.0
59,Ghana,4012,18.0,323.0
60,Nigeria,3912,117.0,679.0
61,Luxembourg,3871,100.0,3526.0
62,Afghanistan,3778,109.0,472.0
63,Hungary,3178,392.0,865.0
64,Oman,3112,16.0,1025.0
65,Armenia,3029,43.0,1218.0
66,Thailand,3000,55.0,2784.0
67,Greece,2691,150.0,1374.0
68,Iraq,2603,104.0,1661.0
69,Uzbekistan,2325,10.0,1775.0
70,Azerbaijan,2279,28.0,1576.0
71,Cameroon,2267,108.0,1002.0
72,Croatia,2161,86.0,1689.0
73,Bolivia,2081,102.0,219.0
74,Bosnia and Herzegovina,2070,98.0,960.0
75,Guinea,2009,11.0,663.0
76,Bulgaria,1872,86.0,401.0
77,Iceland,1801,10.0,1765.0
78,Cuba,1741,74.0,1078.0
79,Estonia,1725,56.0,704.0
80,Honduras,1685,105.0,154.0
81,Ivory Coast,1602,20.0,754.0
82,North Macedonia,1586,90.0,1099.0
83,Senegal,1551,13.0,611.0
84,New Zealand,1490,21.0,1347.0
85,Slovakia,1455,26.0,905.0
86,Slovenia,1450,100.0,252.0
87,Lithuania,1436,49.0,765.0
88,Djibouti,1135,3.0,824.0
89,Sudan,1111,59.0,102.0
90,Hong Kong,1045,4.0,960.0
91,Tunisia,1030,45.0,638.0
92,Somalia,928,44.0,106.0
93,Latvia,928,18.0,464.0
94,Kyrgyzstan,906,12.0,650.0
95,Cyprus,891,15.0,400.0
96,DRC,863,36.0,130.0
97,Mayotte,854,10.0,352.0
98,Albania,850,31.0,620.0
99,Sri Lanka,835,9.0,240.0
100,Guatemala,832,23.0,90.0
101,Lebanon,796,26.0,223.0
102,Niger,795,44.0,600.0
103,Costa Rica,773,6.0,461.0
104,Andorra,752,47.0,537.0
105,Burkina Faso,744,48.0,566.0
106,Maldives,744,3.0,20.0
107,El Salvador,742,16.0,257.0
108,Diamond Princess,712,13.0,645.0
109,Uruguay,694,18.0,506.0
110,Mali,668,35.0,285.0
111,San Marino,623,41.0,114.0
