,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/13/2020 22:00,51986,1318,3862,
1,Guangdong,China,2/13/2020 22:00,1261,2,334,
2,Henan,China,2/13/2020 22:00,1184,11,316,
3,Zhejiang,China,2/13/2020 22:00,1155,0,367,
4,Hunan,China,2/13/2020 22:00,988,2,352,
5,Anhui,China,2/13/2020 22:00,934,6,166,
6,Jiangxi,China,2/13/2020 22:00,900,1,187,
7,Jiangsu,China,2/13/2020 22:00,593,0,141,
8,Chongqing,China,2/13/2020 22:00,529,4,128,
9,Shandong,China,2/13/2020 22:00,519,2,111,
10,Sichuan,China,2/13/2020 22:00,463,1,105,
11,Heilongjiang,China,2/13/2020 22:00,418,11,37,
12,Beijing,China,2/13/2020 22:00,366,3,69,
13,Shanghai,China,2/13/2020 22:00,318,1,62,
14,Hebei,China,2/13/2020 22:00,283,3,70,
15,Fujian,China,2/13/2020 22:00,281,0,59,
16,Shaanxi,China,2/13/2020 22:00,230,0,49,
17,Guangxi,China,2/13/2020 22:00,226,2,35,
18,Yokohama,Japan,2/13/2020 22:00,219,0,0,
19,Hainan,China,2/13/2020 22:00,158,4,30,
20,Yunnan,China,2/13/2020 22:00,162,0,27,
21,Guizhou,China,2/13/2020 22:00,140,1,28,
22,Shanxi,China,2/13/2020 22:00,126,0,36,
23,Tianjin,China,2/13/2020 22:00,119,3,21,
24,Liaoning,China,2/13/2020 22:00,117,1,24,
25,Gansu,China,2/13/2020 22:00,90,2,39,
26,Jilin,China,2/13/2020 22:00,86,1,25,
27,Ningxia,China,2/13/2020 22:00,67,0,24,
28,Xinjiang,China,2/13/2020 22:00,65,1,6,
29,Inner Mongolia,China,2/13/2020 22:00,61,0,6,
30,,Singapore,2/13/2020 22:00,58,0,15,
31,Hong Kong,Hong Kong,2/13/2020 22:00,53,1,1,
32,,Thailand,2/13/2020 22:00,33,0,12,
33,,Japan,2/13/2020 22:00,33,1,10,
34,,S. Korea,2/13/2020 22:00,28,0,7,
35,,Malaysia,2/13/2020 22:00,19,0,3,
36,Qinghai,China,2/13/2020 22:00,18,0,11,
37,Taiwan,Taiwan,2/13/2020 22:00,18,0,2,
38,,Germany,2/13/2020 22:00,16,0,1,
39,,Vietnam,2/13/2020 22:00,16,0,7,
40,,France,2/13/2020 22:00,11,0,2,
41,Macau,Macao,2/13/2020 22:00,10,0,3,
42,,UK,2/13/2020 22:00,9,0,1,
43,,UAE,2/13/2020 22:00,8,0,1,
44,California,USA,2/13/2020 22:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
45,Queensland,Australia,2/13/2020 22:00,5,0,0,
46,,India,2/13/2020 22:00,3,0,1,
47,New South Wales,Australia,2/13/2020 22:00,4,0,4,
48,Victoria,Australia,2/13/2020 22:00,4,0,4,
49,British Columbia,Canada,2/13/2020 22:00,4,0,0,
50,Ontario,Canada,2/13/2020 22:00,3,0,1,
51,,Philippines,2/13/2020 22:00,3,1,2,
52,,Italy,2/13/2020 22:00,3,0,0,
53,,Russia,2/13/2020 22:00,2,0,2,
54,Illinois,USA,2/13/2020 22:00,2,0,2,Chicago
55,South Australia,Australia,2/13/2020 22:00,2,0,0,
56,,Spain,2/13/2020 22:00,2,0,0,
57,,Cambodia,2/13/2020 22:00,1,0,1,
58,,Finland,2/13/2020 22:00,1,0,1,
59,,Sri Lanka,2/13/2020 22:00,1,0,1,
60,Tibet,China,2/13/2020 22:00,1,0,1,
61,,Nepal,2/13/2020 22:00,1,0,1,
62,,Sweden,2/13/2020 22:00,1,0,0,
63,Massachusetts,USA,2/13/2020 22:00,1,0,0,Boston
64,WA,USA,2/13/2020 22:00,1,0,1,Seattle
65,Arizona,USA,2/13/2020 22:00,1,0,0,Tempe
66,Brussels,Belgium,2/13/2020 22:00,1,0,0,
67,WI,USA,2/13/2020 22:00,1,0,0,Madison
68,Texas,USA,2/13/2020 22:00,1,0,0,
