,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/25/2020 22:00,65187,2615,20912,
1,Guangdong,China,2/25/2020 22:00,1347,7,841,
2,Zhejiang,China,2/25/2020 22:00,1205,1,814,
3,Shandong,China,2/25/2020 22:00,756,6,357,
4,Henan,China,2/25/2020 22:00,1271,19,1023,
5,Anhui,China,2/25/2020 22:00,989,6,727,
6,Jiangxi,China,2/25/2020 22:00,934,1,719,
7,Hunan,China,2/25/2020 22:00,1016,4,779,
8,Heilongjiang,China,2/25/2020 22:00,480,12,245,
9,Sichuan,China,2/25/2020 22:00,531,3,292,
10,Chongqing,China,2/25/2020 22:00,576,6,372,
11,Jiangsu,China,2/25/2020 22:00,631,0,463,
12,Beijing,China,2/25/2020 22:00,400,4,235,
13,Guangxi,China,2/25/2020 22:00,252,2,138,
14,Fujian,China,2/25/2020 22:00,294,1,205,
15,Shanghai,China,2/25/2020 22:00,336,3,268,
16,Hebei,China,2/25/2020 22:00,312,6,248,
17,Shaanxi,China,2/25/2020 22:00,245,1,186,
18,Yunnan,China,2/25/2020 22:00,174,2,129,
19,Tianjin,China,2/25/2020 22:00,135,3,91,
20,Hainan,China,2/25/2020 22:00,168,5,124,
21,Hong Kong,Hong Kong,2/25/2020 22:00,85,2,18,
22,Guizhou,China,2/25/2020 22:00,146,2,104,
23,Liaoning,China,2/25/2020 22:00,121,1,88,
24,Shanxi,China,2/25/2020 22:00,133,0,98,
25,Inner Mongolia,China,2/25/2020 22:00,75,0,35,
26,Xinjiang,China,2/25/2020 22:00,76,2,30,
27,Jilin,China,2/25/2020 22:00,93,1,63,
28,Ningxia,China,2/25/2020 22:00,71,0,61,
29,Taiwan,Taiwan,2/25/2020 22:00,31,1,5,
30,Gansu,China,2/25/2020 22:00,91,2,80,
31,Macau,Macao,2/25/2020 22:00,10,0,7,
32,Qinghai,China,2/25/2020 22:00,18,0,18,
33,Tibet,China,2/25/2020 22:00,1,0,1,
34,,S. Korea,2/25/2020 22:00,1146,12,22,
35,Yokohama,Japan,2/25/2020 22:00,691,4,10,
36,,Italy,2/25/2020 22:00,323,11,2,
37,,Japan,2/25/2020 22:00,161,1,23,
38,,Iran,2/25/2020 22:00,95,16,3,
39,,Singapore,2/25/2020 22:00,91,0,58,
40,,Thailand,2/25/2020 22:00,37,0,22,
41,,Bahrain,2/25/2020 22:00,23,0,0,
42,,Malaysia,2/25/2020 22:00,22,0,20,
43,,Germany,2/25/2020 22:00,18,0,15,
44,,Vietnam,2/25/2020 22:00,16,0,16,
45,,France,2/25/2020 22:00,14,1,11,
46,,UAE,2/25/2020 22:00,13,0,3,
47,,UK,2/25/2020 22:00,13,0,8,
48,,Kuwait,2/25/2020 22:00,11,0,0,
49,,Spain,2/25/2020 22:00,9,0,2,
50,,Iraq,2/25/2020 22:00,5,0,0,
51,,Oman,2/25/2020 22:00,4,0,0,
52,,Philippines,2/25/2020 22:00,3,1,2,
53,,India,2/25/2020 22:00,3,0,3,
54,,Russia,2/25/2020 22:00,2,0,2,
55,,Austria,2/25/2020 22:00,2,0,0,
56,,Israel,2/25/2020 22:00,2,0,0,
57,,Afghanistan,2/25/2020 22:00,1,0,0,
58,,Algeria,2/25/2020 22:00,1,0,0,
59,Brussels,Belgium,2/25/2020 22:00,1,0,1,
60,,Cambodia,2/25/2020 22:00,1,0,1,
61,,Croatia,2/25/2020 22:00,1,0,0,
62,,Egypt,2/25/2020 22:00,1,0,1,
63,,Finland,2/25/2020 22:00,1,0,1,
64,,Lebanon,2/25/2020 22:00,1,0,0,
65,,Nepal,2/25/2020 22:00,1,0,1,
66,,Sri Lanka,2/25/2020 22:00,1,0,1,
67,,Sweden,2/25/2020 22:00,1,0,0,
68,,Switzerland,2/25/2020 22:00,1,0,0,
69,British Columbia,Canada,2/25/2020 22:00,6,0,0,
70,Ontario,Canada,2/25/2020 22:00,5,0,3,
71,Massachusetts,USA,2/25/2020 22:00,1,0,0,Boston
72,Illinois,USA,2/25/2020 22:00,2,0,2,Chicago
73,Wisconsin,USA,2/25/2020 22:00,1,0,0,Madison
74,WA,USA,2/25/2020 22:00,1,0,1,Seattle
75,California,USA,2/25/2020 22:00,10,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
76,Arizona,USA,2/25/2020 22:00,1,0,0,Tempe
77,Texas,USA,2/25/2020 22:00,1,0,0,San Antonio
78,Nebraska,USA,2/25/2020 22:00,40,0,0,
79,Victoria,Australia,2/25/2020 22:00,7,0,4,
80,New South Wales,Australia,2/25/2020 22:00,4,0,4,
81,Queensland,Australia,2/25/2020 22:00,8,0,5,
82,Western Australia,Australia,2/25/2020 22:00,1,0,0,
83,South Australia,Australia,2/25/2020 22:00,3,0,2,
