,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/19/2020 23:00,62031,2029,10337,
1,Guangdong,China,2/19/2020 23:00,1332,5,619,
2,Henan,China,2/19/2020 23:00,1265,19,614,
3,Zhejiang,China,2/19/2020 23:00,1175,0,610,
4,Hunan,China,2/19/2020 23:00,1010,4,578,
5,Anhui,China,2/19/2020 23:00,987,6,429,
6,Jiangxi,China,2/19/2020 23:00,934,1,432,
7,Jiangsu,China,2/19/2020 23:00,631,0,329,
8,Chongqing,China,2/19/2020 23:00,560,5,274,
9,Shandong,China,2/19/2020 23:00,546,4,238,
10,Sichuan,China,2/19/2020 23:00,520,3,202,
11,Heilongjiang,China,2/19/2020 23:00,476,12,127,
12,Beijing,China,2/19/2020 23:00,395,4,153,
13,Yokohama,Japan,2/19/2020 23:00,621,2,3,
14,Shanghai,China,2/19/2020 23:00,333,2,187,
15,Hebei,China,2/19/2020 23:00,307,5,154,
16,Fujian,China,2/19/2020 23:00,293,1,112,
17,Guangxi,China,2/19/2020 23:00,245,2,87,
18,Shaanxi,China,2/19/2020 23:00,245,1,106,
19,Yunnan,China,2/19/2020 23:00,172,1,60,
20,Hainan,China,2/19/2020 23:00,168,4,84,
21,Guizhou,China,2/19/2020 23:00,146,2,71,
22,Shanxi,China,2/19/2020 23:00,131,0,68,
23,Tianjin,China,2/19/2020 23:00,130,3,54,
24,Liaoning,China,2/19/2020 23:00,121,1,58,
25,Gansu,China,2/19/2020 23:00,91,2,65,
26,Jilin,China,2/19/2020 23:00,91,1,40,
27,,Singapore,2/19/2020 23:00,84,0,34,
28,Xinjiang,China,2/19/2020 23:00,76,1,20,
29,Ningxia,China,2/19/2020 23:00,71,0,42,
30,Inner Mongolia,China,2/19/2020 23:00,75,0,11,
31,Hong Kong,Hong Kong,2/19/2020 23:00,65,2,5,
32,,Japan,2/19/2020 23:00,85,1,20,
33,,Thailand,2/19/2020 23:00,35,0,15,
34,,S. Korea,2/19/2020 23:00,82,0,16,
35,,Malaysia,2/19/2020 23:00,22,0,15,
36,Qinghai,China,2/19/2020 23:00,18,0,16,
37,Taiwan,Taiwan,2/19/2020 23:00,24,1,2,
38,,Germany,2/19/2020 23:00,16,0,9,
39,,Vietnam,2/19/2020 23:00,16,0,14,
40,,France,2/19/2020 23:00,12,1,7,
41,Macau,Macao,2/19/2020 23:00,10,0,6,
42,,UK,2/19/2020 23:00,9,0,8,
43,,UAE,2/19/2020 23:00,9,0,3,
44,Queensland,Australia,2/19/2020 23:00,5,0,0,
45,British Columbia,Canada,2/19/2020 23:00,5,0,0,
46,New South Wales,Australia,2/19/2020 23:00,4,0,4,
47,Victoria,Australia,2/19/2020 23:00,4,0,4,
48,,India,2/19/2020 23:00,3,0,3,
49,Ontario,Canada,2/19/2020 23:00,3,0,1,
50,,Philippines,2/19/2020 23:00,3,1,2,
51,,Italy,2/19/2020 23:00,3,0,0,
52,,Russia,2/19/2020 23:00,2,0,2,
53,South Australia,Australia,2/19/2020 23:00,2,0,0,
54,,Spain,2/19/2020 23:00,2,0,2,
55,,Cambodia,2/19/2020 23:00,1,0,1,
56,,Finland,2/19/2020 23:00,1,0,1,
57,,Sri Lanka,2/19/2020 23:00,1,0,1,
58,Tibet,China,2/19/2020 23:00,1,0,1,
59,,Nepal,2/19/2020 23:00,1,0,1,
60,,Sweden,2/19/2020 23:00,1,0,0,
61,,Egypt,2/19/2020 23:00,1,0,0,
62,Brussels,Belgium,2/19/2020 23:00,1,0,1,
63,Illinois,USA,2/19/2020 23:00,2,0,2,Chicago
64,Massachusetts,USA,2/19/2020 23:00,1,0,0,Boston
65,WA,USA,2/19/2020 23:00,1,0,1,Seattle
66,Arizona,USA,2/19/2020 23:00,1,0,0,Tempe
67,Wisconsin,USA,2/19/2020 23:00,1,0,0,Madison
68,Texas,USA,2/19/2020 23:00,1,0,0,San Antonio
69,California,USA,2/19/2020 23:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
70,,Iran,2/19/2020 23:00,2,2,0,
