,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/17/2020 23:00,59989,1789,7887,
1,Guangdong,China,2/17/2020 23:00,1328,4,533,
2,Henan,China,2/17/2020 23:00,1257,19,514,
3,Zhejiang,China,2/17/2020 23:00,1172,0,514,
4,Hunan,China,2/17/2020 23:00,1007,4,502,
5,Anhui,China,2/17/2020 23:00,982,6,298,
6,Jiangxi,China,2/17/2020 23:00,933,1,310,
7,Jiangsu,China,2/17/2020 23:00,629,0,271,
8,Chongqing,China,2/17/2020 23:00,553,5,225,
9,Shandong,China,2/17/2020 23:00,543,2,195,
10,Sichuan,China,2/17/2020 23:00,508,3,163,
11,Heilongjiang,China,2/17/2020 23:00,464,11,87,
12,Beijing,China,2/17/2020 23:00,387,4,122,
13,Yokohama,Japan,2/17/2020 23:00,454,0,3,
14,Shanghai,China,2/17/2020 23:00,333,1,161,
15,Hebei,China,2/17/2020 23:00,302,4,123,
16,Fujian,China,2/17/2020 23:00,292,0,91,
17,Guangxi,China,2/17/2020 23:00,242,2,58,
18,Shaanxi,China,2/17/2020 23:00,240,0,79,
19,Yunnan,China,2/17/2020 23:00,172,0,51,
20,Hainan,China,2/17/2020 23:00,163,4,59,
21,Guizhou,China,2/17/2020 23:00,146,1,66,
22,Shanxi,China,2/17/2020 23:00,130,0,53,
23,Tianjin,China,2/17/2020 23:00,127,3,46,
24,Liaoning,China,2/17/2020 23:00,121,1,45,
25,Gansu,China,2/17/2020 23:00,91,2,58,
26,Jilin,China,2/17/2020 23:00,89,1,34,
27,,Singapore,2/17/2020 23:00,77,0,24,
28,Xinjiang,China,2/17/2020 23:00,76,1,12,
29,Ningxia,China,2/17/2020 23:00,70,0,35,
30,Inner Mongolia,China,2/17/2020 23:00,73,0,8,
31,Hong Kong,Hong Kong,2/17/2020 23:00,60,1,2,
32,,Japan,2/17/2020 23:00,66,1,18,
33,,Thailand,2/17/2020 23:00,35,0,15,
34,,S. Korea,2/17/2020 23:00,31,0,12,
35,,Malaysia,2/17/2020 23:00,22,0,9,
36,Qinghai,China,2/17/2020 23:00,18,0,14,
37,Taiwan,Taiwan,2/17/2020 23:00,22,1,2,
38,,Germany,2/17/2020 23:00,16,0,7,
39,,Vietnam,2/17/2020 23:00,16,0,7,
40,,France,2/17/2020 23:00,12,1,5,
41,Macau,Macao,2/17/2020 23:00,10,0,5,
42,,UK,2/17/2020 23:00,9,0,8,
43,,UAE,2/17/2020 23:00,9,0,3,
44,California,USA,2/17/2020 23:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
45,Queensland,Australia,2/17/2020 23:00,5,0,0,
46,British Columbia,Canada,2/17/2020 23:00,5,0,0,
47,New South Wales,Australia,2/17/2020 23:00,4,0,4,
48,Victoria,Australia,2/17/2020 23:00,4,0,4,
49,,India,2/17/2020 23:00,3,0,3,
50,Ontario,Canada,2/17/2020 23:00,3,0,1,
51,,Philippines,2/17/2020 23:00,3,1,2,
52,,Italy,2/17/2020 23:00,3,0,0,
53,,Russia,2/17/2020 23:00,2,0,2,
54,Illinois,USA,2/17/2020 23:00,2,0,2,Chicago
55,South Australia,Australia,2/17/2020 23:00,2,0,0,
56,,Spain,2/17/2020 23:00,2,0,2,
57,,Cambodia,2/17/2020 23:00,1,0,1,
58,,Finland,2/17/2020 23:00,1,0,1,
59,,Sri Lanka,2/17/2020 23:00,1,0,1,
60,Tibet,China,2/17/2020 23:00,1,0,1,
61,,Nepal,2/17/2020 23:00,1,0,1,
62,,Sweden,2/17/2020 23:00,1,0,0,
63,Massachusetts,USA,2/17/2020 23:00,1,0,0,Boston
64,WA,USA,2/17/2020 23:00,1,0,1,Seattle
65,Arizona,USA,2/17/2020 23:00,1,0,0,Tempe
66,Brussels,Belgium,2/17/2020 23:00,1,0,0,
67,WI,USA,2/17/2020 23:00,1,0,0,Madison
68,Texas,USA,2/17/2020 23:00,1,0,0,
69,,Egypt,2/17/2020 23:00,1,0,0,
