,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,China,1/29/2020 21:00,4586,162.0,90.0
1,Zhejiang,China,1/29/2020 21:00,428,,4.0
2,Guangdong,China,1/29/2020 21:00,311,,6.0
3,Henan,China,1/29/2020 21:00,278,2.0,2.0
4,Hunan,China,1/29/2020 21:00,277,,
5,Anhui,China,1/29/2020 21:00,200,,2.0
6,Chongqing,China,1/29/2020 21:00,165,,1.0
7,Jiangxi,China,1/29/2020 21:00,162,,4.0
8,Shandong,China,1/29/2020 21:00,145,,1.0
9,Sichuan,China,1/29/2020 21:00,142,1.0,1.0
10,Jiangsu,China,1/29/2020 21:00,129,,1.0
11,Beijing,China,1/29/2020 21:00,111,1.0,4.0
12,Shanghai,China,1/29/2020 21:00,101,1.0,5.0
13,Fujian,China,1/29/2020 21:00,101,,
14,Guangxi,China,1/29/2020 21:00,78,,2.0
15,Hebei,China,1/29/2020 21:00,65,1.0,
16,Shaanxi,China,1/29/2020 21:00,56,,
17,Yunnan,China,1/29/2020 21:00,55,,
18,Hainan,China,1/29/2020 21:00,43,1.0,
19,Heilongjiang,China,1/29/2020 21:00,43,1.0,
20,Liaoning,China,1/29/2020 21:00,39,,1.0
21,Shanxi,China,1/29/2020 21:00,35,,1.0
22,Tianjin,China,1/29/2020 21:00,27,,
23,Gansu,China,1/29/2020 21:00,26,,
24,Inner Mongolia,China,1/29/2020 21:00,16,,
25,Jilin,China,1/29/2020 21:00,14,,1.0
26,Xinjiang,China,1/29/2020 21:00,14,,
27,Guizhou,China,1/29/2020 21:00,12,,1.0
28,Ningxia,China,1/29/2020 21:00,12,,
29,Hong Kong,Hong Kong,1/29/2020 21:00,10,,
30,Taiwan,Taiwan,1/29/2020 21:00,8,,
31,Macau,Macao,1/29/2020 21:00,7,,
32,Qinghai,China,1/29/2020 21:00,6,,
33,Tibet,China,1/29/2020 21:00,1,,
34,WA,USA,1/29/2020 21:00,1,,
35,Illinois,USA,1/29/2020 21:00,1,,
36,California,USA,1/29/2020 21:00,2,,
37,Arizona,USA,1/29/2020 21:00,1,,
38,,Japan,1/29/2020 21:00,11,,1.0
39,,Thailand,1/29/2020 21:00,14,,5.0
40,,S. Korea,1/29/2020 21:00,4,,
41,,Singapore,1/29/2020 21:00,10,,
42,,Vietnam,1/29/2020 21:00,2,,
43,,France,1/29/2020 21:00,5,,
44,,Nepal,1/29/2020 21:00,1,,
45,,Malaysia,1/29/2020 21:00,7,,
46,Ontario,Canada,1/29/2020 21:00,2,,
47,British Columbia,Canada,1/29/2020 21:00,1,,
48,,Cambodia,1/29/2020 21:00,1,,
49,,Sri Lanka,1/29/2020 21:00,1,,
50,New South Wales,Australia,1/29/2020 21:00,4,,
51,Victoria,Australia,1/29/2020 21:00,2,,
52,Queensland,Australia,1/29/2020 21:00,1,,
53,Bavaria,Germany,1/29/2020 21:00,4,,
54,,Finland,1/29/2020 21:00,1,,
55,,UAE,1/29/2020 21:00,4,,
