,Country/Region,Confirmed,Deaths,Recovered
0,World,1340763,74469.0,278164.0
1,USA,363729,10782.0,19532.0
2,Spain,136675,13341.0,40437.0
3,Italy,132547,16523.0,22837.0
4,Germany,102453,1735.0,28700.0
5,France,98010,8911.0,17250.0
6,Iran,60500,3739.0,24236.0
7,UK,51608,5373.0,135.0
8,Turkey,30217,649.0,1326.0
9,Switzerland,21657,765.0,8056.0
10,Belgium,20814,1632.0,3986.0
11,Netherlands,18803,1867.0,250.0
12,Canada,16558,322.0,3534.0
13,Austria,12297,220.0,3463.0
14,Brazil,12056,562.0,127.0
15,Portugal,11730,311.0,140.0
16,S. Korea,10284,186.0,6598.0
17,Israel,8904,57.0,585.0
18,Sweden,7206,477.0,205.0
19,Russia,6343,47.0,406.0
20,Australia,5795,41.0,2432.0
21,Norway,5763,76.0,32.0
22,Ireland,5364,174.0,25.0
23,Chile,4815,37.0,728.0
24,India,4778,136.0,375.0
25,Czechia,4735,78.0,121.0
26,Denmark,4681,187.0,1378.0
27,Poland,4413,107.0,162.0
28,Romania,4057,176.0,406.0
29,Malaysia,3793,62.0,1241.0
30,Pakistan,3766,53.0,259.0
31,Ecuador,3747,191.0,100.0
32,Philippines,3660,163.0,73.0
33,Japan,3654,85.0,575.0
34,Luxembourg,2843,41.0,500.0
35,Saudi Arabia,2605,38.0,551.0
36,Peru,2561,92.0,997.0
37,Indonesia,2491,209.0,192.0
38,Thailand,2220,26.0,793.0
39,Serbia,2200,58.0,118.0
40,Finland,2176,27.0,300.0
41,Mexico,2143,94.0,633.0
42,UAE,2076,11.0,167.0
43,Panama,1988,54.0,13.0
44,Qatar,1832,4.0,131.0
45,Dominican Republic,1828,86.0,33.0
46,Greece,1755,79.0,269.0
47,South Africa,1686,12.0,95.0
48,Colombia,1579,46.0,88.0
49,Iceland,1562,6.0,460.0
50,Argentina,1554,48.0,325.0
51,Algeria,1423,173.0,90.0
52,Singapore,1375,6.0,344.0
53,Egypt,1322,85.0,259.0
54,Ukraine,1319,38.0,28.0
55,Croatia,1222,16.0,130.0
56,Morocco,1120,80.0,81.0
57,Estonia,1108,19.0,62.0
58,New Zealand,1106,1.0,176.0
59,Iraq,1031,64.0,344.0
60,Slovenia,1021,30.0,102.0
61,Moldova,965,19.0,37.0
62,Hong Kong,915,4.0,216.0
63,Lithuania,843,15.0,8.0
64,Armenia,833,8.0,62.0
65,Bahrain,756,4.0,458.0
66,Hungary,744,38.0,67.0
67,Diamond Princess,712,11.0,619.0
68,Belarus,700,13.0,53.0
69,Bosnia and Herzegovina,674,29.0,47.0
70,Kuwait,665,1.0,103.0
71,Kazakhstan,662,6.0,46.0
72,Cameroon,658,9.0,17.0
73,Azerbaijan,641,7.0,44.0
74,Tunisia,596,22.0,5.0
75,North Macedonia,570,23.0,30.0
76,Bulgaria,549,22.0,39.0
77,Latvia,542,1.0,16.0
78,Lebanon,541,19.0,60.0
79,Slovakia,534,2.0,8.0
80,Andorra,525,21.0,31.0
81,Costa Rica,467,2.0,18.0
82,Cyprus,465,9.0,45.0
83,Uzbekistan,457,2.0,30.0
84,Uruguay,406,6.0,104.0
85,Albania,377,21.0,116.0
86,Taiwan,373,5.0,57.0
87,Afghanistan,367,11.0,18.0
88,Burkina Faso,364,18.0,108.0
89,Cuba,350,9.0,18.0
90,Jordan,349,6.0,126.0
91,Réunion,349,0.0,40.0
92,Oman,331,2.0,61.0
93,Channel Islands,323,7.0,27.0
94,Ivory Coast,323,3.0,41.0
95,Honduras,298,22.0,6.0
96,San Marino,266,32.0,35.0
97,Niger,253,10.0,26.0
98,Palestine,253,1.0,25.0
99,Vietnam,245,0.0,95.0
100,Mauritius,244,7.0,7.0
101,Malta,241,0.0,5.0
102,Nigeria,238,5.0,35.0
103,Montenegro,233,2.0,1.0
104,Senegal,226,2.0,92.0
105,Kyrgyzstan,216,4.0,33.0
106,Ghana,214,5.0,31.0
107,Georgia,188,2.0,39.0
108,Bolivia,183,11.0,2.0
109,Faeroe Islands,183,0.0,107.0
110,Sri Lanka,178,5.0,38.0
111,DRC,161,18.0,5.0
112,Venezuela,159,7.0,52.0
113,Kenya,158,6.0,4.0
114,Martinique,151,4.0,50.0
115,Mayotte,147,2.0,14.0
