,Country/Region,Confirmed,Deaths,Recovered
7,World,"6,551,385","386,196","3,144,451"
8,USA,"1,899,629","109,051","684,525"
9,Brazil,"577,413","32,117","253,570"
10,Russia,"432,277","5,215","195,957"
11,Spain,"287,406","27,128",N/A
12,UK,"279,856","39,728",N/A
13,Italy,"233,836","33,601","160,938"
14,India,"216,824","6,088","104,071"
15,Germany,"184,396","8,698","167,300"
16,Peru,"178,914","4,894","72,319"
17,Turkey,"166,422","4,609","130,852"
18,Iran,"160,696","8,012","125,206"
19,France,"151,677","29,021","69,455"
20,Chile,"113,628","1,275","86,173"
21,Mexico,"97,326","10,637","70,308"
22,Canada,"93,063","7,497","51,034"
23,Saudi Arabia,"91,182",579,"68,159"
24,Pakistan,"80,463","1,688","28,923"
25,Qatar,"62,160",45,"37,542"
26,Belgium,"58,685","9,522","15,959"
27,Bangladesh,"55,140",746,"11,590"
28,Netherlands,"46,733","5,977",N/A
29,Belarus,"45,116",248,"20,171"
30,Sweden,"40,803","4,542",N/A
31,Ecuador,"40,414","3,438","20,019"
32,South Africa,"37,525",792,"19,682"
33,Singapore,"36,405",24,"23,582"
34,UAE,"36,359",270,"19,153"
35,Colombia,"33,354","1,045","12,288"
36,Portugal,"33,261","1,447","20,079"
37,Switzerland,"30,893","1,921","28,600"
38,Kuwait,"29,359",230,"15,750"
39,Egypt,"28,615","1,088","7,350"
40,Indonesia,"28,233","1,698","8,406"
41,Ireland,"25,111","1,659","22,698"
42,Ukraine,"24,823",735,"10,440"
43,Poland,"24,687","1,115","12,014"
44,Philippines,"19,748",974,"4,153"
45,Romania,"19,669","1,296","13,800"
46,Argentina,"18,319",570,"5,896"
47,Dominican Republic,"18,040",516,"11,224"
48,Israel,"17,377",291,"14,983"
49,Afghanistan,"17,267",294,"1,522"
50,Japan,"16,986",900,"14,771"
51,Austria,"16,771",670,"15,672"
52,Panama,"14,095",352,"9,514"
53,Oman,"13,537",67,"2,845"
54,Bahrain,"12,815",20,"7,410"
55,Kazakhstan,"11,796",48,"6,240"
56,Denmark,"11,771",580,"10,552"
57,S. Korea,"11,590",273,"10,467"
