,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/27/2020 22:00,65914,2682,26403,
1,Guangdong,China,2/27/2020 22:00,1348,7,919,
2,Zhejiang,China,2/27/2020 22:00,1205,1,943,
3,Shandong,China,2/27/2020 22:00,756,6,390,
4,Henan,China,2/27/2020 22:00,1272,20,1103,
5,Anhui,China,2/27/2020 22:00,990,6,814,
6,Jiangxi,China,2/27/2020 22:00,935,1,790,
7,Hunan,China,2/27/2020 22:00,1017,4,820,
8,Heilongjiang,China,2/27/2020 22:00,480,13,280,
9,Sichuan,China,2/27/2020 22:00,538,3,326,
10,Chongqing,China,2/27/2020 22:00,576,6,401,
11,Jiangsu,China,2/27/2020 22:00,631,0,506,
12,Beijing,China,2/27/2020 22:00,410,7,257,
13,Guangxi,China,2/27/2020 22:00,252,2,166,
14,Fujian,China,2/27/2020 22:00,296,1,232,
15,Shanghai,China,2/27/2020 22:00,337,3,276,
16,Hebei,China,2/27/2020 22:00,318,6,274,
17,Shaanxi,China,2/27/2020 22:00,245,1,197,
18,Yunnan,China,2/27/2020 22:00,174,2,150,
19,Tianjin,China,2/27/2020 22:00,136,3,102,
20,Hainan,China,2/27/2020 22:00,168,5,132,
21,Hong Kong,Hong Kong,2/27/2020 22:00,93,2,26,
22,Guizhou,China,2/27/2020 22:00,146,2,112,
23,Liaoning,China,2/27/2020 22:00,121,1,93,
24,Shanxi,China,2/27/2020 22:00,133,0,107,
25,Inner Mongolia,China,2/27/2020 22:00,75,0,43,
26,Xinjiang,China,2/27/2020 22:00,76,3,43,
27,Jilin,China,2/27/2020 22:00,93,1,68,
28,Ningxia,China,2/27/2020 22:00,72,0,68,
29,Taiwan,Taiwan,2/27/2020 22:00,32,1,6,
30,Gansu,China,2/27/2020 22:00,91,2,82,
31,Macau,Macao,2/27/2020 22:00,10,0,8,
32,Qinghai,China,2/27/2020 22:00,18,0,18,
33,Tibet,China,2/27/2020 22:00,1,0,1,
34,,S. Korea,2/27/2020 22:00,2022,13,24,
35,Yokohama,Japan,2/27/2020 22:00,705,4,10,
36,,Italy,2/27/2020 22:00,655,17,45,
37,,Iran,2/27/2020 22:00,245,26,54,
38,,Japan,2/27/2020 22:00,214,4,32,
39,,Singapore,2/27/2020 22:00,96,0,66,
40,,Germany,2/27/2020 22:00,49,0,16,
41,,Kuwait,2/27/2020 22:00,43,0,0,
42,,Thailand,2/27/2020 22:00,40,0,22,
43,,France,2/27/2020 22:00,38,2,11,
44,,Bahrain,2/27/2020 22:00,33,0,0,
45,,Spain,2/27/2020 22:00,25,0,2,
46,,Malaysia,2/27/2020 22:00,22,0,20,
47,,UAE,2/27/2020 22:00,19,0,5,
48,,Vietnam,2/27/2020 22:00,16,0,16,
49,,UK,2/27/2020 22:00,16,0,8,
50,,Switzerland,2/27/2020 22:00,8,0,0,
51,,Iraq,2/27/2020 22:00,7,0,0,
52,,Sweden,2/27/2020 22:00,7,0,0,
53,,Oman,2/27/2020 22:00,6,0,0,
54,,Austria,2/27/2020 22:00,5,0,0,
55,,Norway,2/27/2020 22:00,4,0,0,
56,,Philippines,2/27/2020 22:00,3,1,2,
57,,Croatia,2/27/2020 22:00,3,0,0,
58,,India,2/27/2020 22:00,3,0,3,
59,,Israel,2/27/2020 22:00,3,0,0,
60,,Lebanon,2/27/2020 22:00,3,0,0,
61,,Greece,2/27/2020 22:00,3,0,0,
62,,Finland,2/27/2020 22:00,2,0,1,
63,,Pakistan,2/27/2020 22:00,2,0,0,
64,,Russia,2/27/2020 22:00,2,0,2,
65,,Afghanistan,2/27/2020 22:00,1,0,0,
66,,Algeria,2/27/2020 22:00,1,0,0,
67,Brussels,Belgium,2/27/2020 22:00,1,0,1,
68,,Brazil,2/27/2020 22:00,1,0,0,
69,,Cambodia,2/27/2020 22:00,1,0,1,
70,,Denmark,2/27/2020 22:00,1,0,0,
71,,Egypt,2/27/2020 22:00,1,0,1,
72,,Estonia,2/27/2020 22:00,1,0,0,
73,,Georgia,2/27/2020 22:00,1,0,0,
74,,Lithuania,2/27/2020 22:00,1,0,0,
75,,North Macedonia,2/27/2020 22:00,1,0,0,
76,,Nepal,2/27/2020 22:00,1,0,1,
77,,Netherlands,2/27/2020 22:00,1,0,0,
78,,Nigeria,2/27/2020 22:00,1,0,0,
79,,Romania,2/27/2020 22:00,1,0,0,
80,,San Marino,2/27/2020 22:00,1,0,0,
81,,Sri Lanka,2/27/2020 22:00,1,0,1,
82,British Columbia,Canada,2/27/2020 22:00,7,0,0,
83,Ontario,Canada,2/27/2020 22:00,6,0,3,
84,Quebec,Canada,2/27/2020 22:00,1,0,0,
85,Massachusetts,USA,2/27/2020 22:00,1,0,0,Boston
86,Illinois,USA,2/27/2020 22:00,2,0,2,Chicago
87,Wisconsin,USA,2/27/2020 22:00,1,0,0,Madison
88,WA,USA,2/27/2020 22:00,1,0,1,Seattle
89,California,USA,2/27/2020 22:00,11,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
90,Arizona,USA,2/27/2020 22:00,1,0,1,Tempe
91,Texas,USA,2/27/2020 22:00,1,0,0,San Antonio
92,Nebraska,USA,2/27/2020 22:00,42,0,0,
93,Victoria,Australia,2/27/2020 22:00,7,0,4,
94,New South Wales,Australia,2/27/2020 22:00,4,0,4,
95,Queensland,Australia,2/27/2020 22:00,8,0,5,
96,Western Australia,Australia,2/27/2020 22:00,1,0,0,
97,South Australia,Australia,2/27/2020 22:00,3,0,2,
