,Country/Region,Confirmed,Deaths,Recovered
0,World,3904476,270061.0,1334586.0
1,USA,1288051,76729.0,215078.0
2,Spain,256855,26070.0,163919.0
3,Italy,215858,29958.0,96276.0
4,UK,206715,30615.0,0.0
5,Russia,177160,1625.0,23803.0
6,France,174791,25987.0,55027.0
7,Germany,169430,7392.0,139900.0
8,Turkey,133721,3641.0,82984.0
9,Brazil,132367,9054.0,51370.0
10,Iran,103135,6486.0,82744.0
11,Canada,64835,4404.0,28972.0
12,Peru,58526,1627.0,18388.0
13,India,56351,1889.0,16776.0
14,Belgium,51420,8415.0,12980.0
15,Netherlands,41774,5288.0,0.0
16,Saudi Arabia,33731,219.0,7798.0
17,Ecuador,30298,1654.0,3433.0
18,Switzerland,30126,1810.0,25900.0
19,Mexico,27634,2704.0,17781.0
20,Portugal,26715,1105.0,2258.0
21,Pakistan,24644,585.0,6464.0
22,Sweden,24623,3040.0,4971.0
23,Chile,24581,285.0,11664.0
24,Ireland,22385,1403.0,17110.0
25,Singapore,20939,20.0,1712.0
26,Belarus,20168,116.0,5067.0
27,Qatar,18890,12.0,2286.0
28,Israel,16381,240.0,10873.0
29,UAE,16240,165.0,3572.0
30,Austria,15752,609.0,13698.0
31,Japan,15477,577.0,4918.0
32,Poland,15047,755.0,4862.0
33,Romania,14499,888.0,6144.0
34,Ukraine,13691,340.0,2396.0
35,Indonesia,12776,930.0,2381.0
36,Bangladesh,12425,199.0,1910.0
37,S. Korea,10810,256.0,9419.0
38,Philippines,10343,685.0,1618.0
39,Denmark,10083,514.0,7711.0
40,Serbia,9848,206.0,2160.0
41,Dominican Republic,9095,373.0,2064.0
42,Colombia,8959,397.0,2148.0
43,South Africa,8232,161.0,3153.0
44,Norway,8015,217.0,32.0
45,Czechia,8002,269.0,4369.0
46,Egypt,7981,482.0,1887.0
47,Panama,7731,218.0,859.0
48,Australia,6896,97.0,6040.0
49,Kuwait,6567,44.0,2381.0
50,Malaysia,6467,107.0,4776.0
51,Finland,5673,255.0,3500.0
52,Morocco,5548,183.0,2179.0
53,Argentina,5208,273.0,1601.0
54,Algeria,5182,483.0,2323.0
55,Moldova,4605,145.0,1747.0
56,Kazakhstan,4578,30.0,1518.0
57,Bahrain,4199,8.0,2000.0
58,Luxembourg,3859,100.0,3505.0
59,Afghanistan,3563,106.0,468.0
60,Hungary,3150,383.0,801.0
61,Nigeria,3145,103.0,534.0
62,Ghana,3091,18.0,303.0
63,Thailand,2992,55.0,2772.0
64,Oman,2958,14.0,980.0
65,Armenia,2884,42.0,1185.0
66,Greece,2678,148.0,1374.0
67,Iraq,2543,102.0,1626.0
68,Uzbekistan,2298,10.0,1656.0
69,Cameroon,2267,108.0,1002.0
70,Azerbaijan,2204,28.0,1551.0
71,Croatia,2125,86.0,1641.0
72,Bosnia and Herzegovina,2027,90.0,954.0
73,Guinea,1927,11.0,629.0
74,Bolivia,1886,91.0,198.0
75,Bulgaria,1829,84.0,384.0
76,Iceland,1801,10.0,1755.0
77,Cuba,1729,73.0,1031.0
78,Estonia,1720,56.0,273.0
79,North Macedonia,1572,89.0,1079.0
80,Ivory Coast,1516,18.0,721.0
81,Senegal,1492,13.0,562.0
82,New Zealand,1489,21.0,1332.0
83,Honduras,1461,99.0,132.0
84,Slovenia,1449,99.0,247.0
85,Slovakia,1445,26.0,806.0
86,Lithuania,1433,49.0,739.0
87,Djibouti,1133,3.0,799.0
88,Hong Kong,1045,4.0,944.0
89,Tunisia,1025,43.0,591.0
90,Sudan,930,52.0,92.0
91,Somalia,928,44.0,106.0
92,Latvia,909,18.0,464.0
93,Kyrgyzstan,895,12.0,637.0
94,Cyprus,889,15.0,400.0
95,DRC,863,36.0,103.0
96,Mayotte,854,10.0,352.0
97,Albania,842,31.0,605.0
98,Sri Lanka,823,9.0,232.0
99,Guatemala,798,21.0,86.0
100,Lebanon,784,25.0,220.0
101,Niger,781,42.0,586.0
102,Costa Rica,765,6.0,445.0
103,Andorra,752,47.0,526.0
104,Burkina Faso,736,48.0,562.0
105,Diamond Princess,712,13.0,645.0
106,El Salvador,695,15.0,245.0
107,Uruguay,673,17.0,486.0
108,Mali,650,32.0,271.0
109,Maldives,648,3.0,20.0
110,San Marino,622,41.0,106.0
111,Georgia,615,9.0,275.0
112,Kenya,607,29.0,197.0
113,Guinea-Bissau,564,2.0,25.0
114,Channel Islands,545,40.0,430.0
115,Gabon,504,8.0,110.0
116,Jordan,494,9.0,381.0
117,Malta,486,5.0,413.0
118,Tanzania,480,16.0,167.0
119,Jamaica,478,9.0,57.0
120,Paraguay,462,10.0,148.0
