,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,China,3/02/2020  22:00,67217,2834,36167
1,Guangdong,China,3/02/2020  22:00,1350,7,1081
2,Zhejiang,China,3/02/2020  22:00,1206,1,1074
3,Shandong,China,3/02/2020  22:00,758,6,497
4,Henan,China,3/02/2020  22:00,1272,22,1223
5,Anhui,China,3/02/2020  22:00,990,6,917
6,Jiangxi,China,3/02/2020  22:00,935,1,870
7,Hunan,China,3/02/2020  22:00,1018,4,892
8,Heilongjiang,China,3/02/2020  22:00,480,13,358
9,Sichuan,China,3/02/2020  22:00,538,3,389
10,Chongqing,China,3/02/2020  22:00,576,6,469
11,Jiangsu,China,3/02/2020  22:00,631,0,555
12,Beijing,China,3/02/2020  22:00,414,8,288
13,Guangxi,China,3/02/2020  22:00,252,2,202
14,Fujian,China,3/02/2020  22:00,296,1,255
15,Shanghai,China,3/02/2020  22:00,338,3,292
16,Hebei,China,3/02/2020  22:00,318,6,297
17,Shaanxi,China,3/02/2020  22:00,245,1,216
18,Yunnan,China,3/02/2020  22:00,174,2,168
19,Tianjin,China,3/02/2020  22:00,136,3,118
20,Hainan,China,3/02/2020  22:00,168,5,151
21,Guizhou,China,3/02/2020  22:00,146,2,114
22,Liaoning,China,3/02/2020  22:00,125,1,103
23,Shanxi,China,3/02/2020  22:00,133,0,119
24,Inner Mongolia,China,3/02/2020  22:00,75,0,54
25,Xinjiang,China,3/02/2020  22:00,76,3,67
26,Jilin,China,3/02/2020  22:00,93,1,83
27,Ningxia,China,3/02/2020  22:00,74,0,69
28,Gansu,China,3/02/2020  22:00,91,2,85
29,Qinghai,China,3/02/2020  22:00,18,0,18
30,Tibet,China,3/02/2020  22:00,1,0,1
31,,S. Korea,3/02/2020  22:00,4812,28,34
32,,Italy,3/02/2020  22:00,2036,52,149
33,,Iran,3/02/2020  22:00,1501,66,291
34,Yokohama,Japan,3/02/2020  22:00,706,6,100
35,,Japan,3/02/2020  22:00,274,6,42
36,,France,3/02/2020  22:00,191,3,12
37,,Germany,3/02/2020  22:00,165,0,16
