,Country/Region,Confirmed,Deaths,Recovered
0,World,4425656,297765.0,1657718.0
1,China,82926,4633.0,78189.0
2,USA,1430348,85197.0,310259.0
3,Spain,271095,27104.0,183227.0
4,Russia,242271,2212.0,48003.0
5,UK,229705,33186.0,0.0
6,Italy,222104,31106.0,112541.0
7,Brazil,189157,13158.0,78424.0
8,France,178060,27074.0,58673.0
9,Germany,174098,7861.0,148700.0
10,Turkey,143114,3952.0,101715.0
11,Iran,112725,6783.0,89428.0
12,India,78055,2551.0,26400.0
13,Peru,76306,2169.0,24324.0
14,Canada,72278,5302.0,35164.0
15,Belgium,53981,8843.0,13937.0
16,Saudi Arabia,44830,273.0,17622.0
17,Netherlands,43211,5562.0,0.0
18,Mexico,38324,3926.0,25935.0
19,Pakistan,35298,761.0,8899.0
20,Chile,34381,346.0,14865.0
21,Ecuador,30486,2334.0,3433.0
22,Switzerland,30413,1870.0,27100.0
23,Portugal,28132,1175.0,3182.0
24,Sweden,27909,3460.0,4971.0
25,Qatar,26539,14.0,3143.0
26,Belarus,25825,146.0,7711.0
27,Singapore,25346,21.0,4809.0
28,Ireland,23401,1497.0,19470.0
29,UAE,20386,206.0,6523.0
30,Bangladesh,17822,269.0,3361.0
31,Poland,17204,861.0,6410.0
32,Israel,16548,264.0,12232.0
33,Ukraine,16425,439.0,3716.0
34,Japan,16049,678.0,8920.0
35,Romania,16002,1036.0,7961.0
36,Austria,15997,624.0,14304.0
37,Indonesia,15438,1028.0,3287.0
38,Colombia,12930,509.0,3133.0
39,South Africa,12074,219.0,4745.0
40,Philippines,11618,772.0,2251.0
41,Dominican Republic,11196,409.0,3221.0
42,Kuwait,11028,82.0,3263.0
43,S. Korea,10962,259.0,9695.0
44,Denmark,10667,533.0,8663.0
45,Egypt,10431,556.0,2486.0
46,Serbia,10295,222.0,3824.0
47,Panama,8783,252.0,6021.0
48,Czechia,8269,290.0,5047.0
49,Norway,8175,229.0,32.0
50,Australia,6980,98.0,6271.0
51,Argentina,6879,329.0,2266.0
52,Malaysia,6779,111.0,5281.0
53,Morocco,6512,188.0,3131.0
54,Algeria,6253,522.0,3058.0
55,Finland,6054,284.0,4300.0
56,Bahrain,5816,10.0,2205.0
57,Kazakhstan,5417,32.0,2408.0
58,Ghana,5408,24.0,514.0
59,Moldova,5406,185.0,2176.0
60,Afghanistan,5226,132.0,648.0
61,Nigeria,4971,164.0,1070.0
62,Oman,4019,17.0,1289.0
63,Luxembourg,3904,103.0,3629.0
64,Armenia,3718,48.0,1500.0
65,Hungary,3341,430.0,1102.0
66,Iraq,3032,115.0,1966.0
67,Thailand,3017,56.0,2844.0
68,Bolivia,2964,128.0,313.0
69,Cameroon,2800,136.0,1543.0
70,Greece,2760,155.0,1374.0
71,Azerbaijan,2758,35.0,1789.0
72,Uzbekistan,2612,11.0,2076.0
73,Guinea,2374,14.0,856.0
74,Croatia,2213,94.0,1834.0
75,Bosnia and Herzegovina,2181,120.0,1228.0
76,Senegal,2105,21.0,782.0
77,Honduras,2080,121.0,211.0
78,Bulgaria,2069,96.0,499.0
79,Ivory Coast,1912,24.0,902.0
80,Sudan,1818,90.0,198.0
81,Cuba,1810,79.0,1326.0
82,Iceland,1802,10.0,1780.0
83,Estonia,1751,61.0,777.0
84,North Macedonia,1694,95.0,1229.0
85,Lithuania,1505,54.0,908.0
86,New Zealand,1497,21.0,1402.0
87,Slovakia,1469,27.0,1060.0
88,Slovenia,1463,103.0,260.0
89,Djibouti,1268,3.0,900.0
90,Somalia,1219,52.0,130.0
91,Guatemala,1199,27.0,120.0
92,DRC,1169,50.0,148.0
93,Mayotte,1143,14.0,627.0
94,Hong Kong,1051,4.0,1008.0
95,Kyrgyzstan,1044,12.0,726.0
96,El Salvador,1037,20.0,374.0
97,Tunisia,1032,45.0,759.0
98,Gabon,1004,9.0,152.0
99,Maldives,955,4.0,40.0
100,Latvia,951,19.0,627.0
101,Cyprus,905,17.0,449.0
102,Sri Lanka,893,9.0,382.0
103,Albania,880,31.0,688.0
104,Lebanon,878,26.0,236.0
105,Niger,860,49.0,658.0
106,Guinea-Bissau,836,3.0,26.0
107,Costa Rica,815,7.0,527.0
108,Tajikistan,801,23.0,0.0
109,Burkina Faso,773,51.0,592.0
110,Andorra,760,49.0,576.0
111,Mali,758,44.0,412.0
112,Paraguay,740,11.0,182.0
113,Kenya,737,40.0,281.0
114,Uruguay,719,19.0,545.0
115,Diamond Princess,712,13.0,651.0
116,Georgia,647,11.0,372.0
117,San Marino,643,41.0,161.0
118,Jordan,582,9.0,392.0
119,Channel Islands,548,43.0,456.0
120,Equatorial Guinea,522,6.0,13.0
121,Tanzania,509,21.0,183.0
122,Malta,508,6.0,436.0
123,Jamaica,507,9.0,100.0
124,Zambia,446,7.0,124.0
125,Venezuela,440,10.0,220.0
126,Taiwan,440,7.0,375.0
127,Réunion,439,0.0,354.0
128,Sierra Leone,387,26.0,97.0
129,Palestine,375,2.0,310.0
130,Chad,372,42.0,78.0
131,Congo,333,11.0,53.0
132,Isle of Man,332,23.0,272.0
133,Mauritius,332,10.0,322.0
134,Benin,327,2.0,83.0
135,Montenegro,324,9.0,307.0
136,Cabo Verde,289,2.0,61.0
137,Vietnam,288,0.0,252.0
138,Rwanda,287,0.0,164.0
139,Ethiopia,263,5.0,108.0
140,Nepal,243,0.0,35.0
141,Sao Tome and Principe,220,6.0,4.0
142,Haiti,219,18.0,17.0
143,Togo,219,11.0,96.0
144,Liberia,213,20.0,101.0
145,Madagascar,212,0.0,107.0
146,South Sudan,203,0.0,2.0
147,Martinique,189,14.0,91.0
148,Eswatini,187,2.0,48.0
149,Faeroe Islands,187,0.0,187.0
150,Myanmar,181,6.0,79.0
151,Guadeloupe,155,13.0,109.0
152,French Guiana,153,1.0,124.0
153,Gibraltar,147,0.0,144.0
154,CAR,143,0.0,10.0
155,Brunei,141,1.0,134.0
156,Uganda,139,0.0,55.0
157,Cambodia,122,0.0,121.0
158,Bermuda,121,8.0,66.0
159,Trinidad and Tobago,116,8.0,107.0
160,Guyana,113,10.0,41.0
161,Mozambique,104,0.0,34.0
162,Aruba,101,3.0,91.0
163,Monaco,96,4.0,87.0
164,Bahamas,94,11.0,41.0
165,Cayman Islands,86,1.0,54.0
166,Barbados,85,7.0,65.0
167,Liechtenstein,82,1.0,55.0
168,Sint Maarten,76,15.0,46.0
169,Yemen,70,12.0,1.0
170,Libya,64,3.0,28.0
171,Malawi,63,3.0,24.0
172,French Polynesia,60,0.0,58.0
173,Syria,48,3.0,29.0
174,Angola,45,2.0,14.0
175,Macao,45,0.0,43.0
176,Mongolia,42,0.0,15.0
177,Saint Martin,39,3.0,30.0
178,Eritrea,39,0.0,38.0
179,Zimbabwe,37,4.0,12.0
180,Nicaragua,25,8.0,7.0
181,Antigua and Barbuda,25,3.0,19.0
182,Botswana,24,1.0,17.0
183,Timor-Leste,24,0.0,21.0
184,Gambia,23,1.0,10.0
185,Grenada,21,0.0,13.0
186,Laos,19,0.0,14.0
187,Belize,18,2.0,16.0
188,Fiji,18,0.0,14.0
189,New Caledonia,18,0.0,18.0
190,Saint Lucia,18,0.0,18.0
191,St. Vincent Grenadines,17,0.0,12.0
192,Curaçao,16,1.0,14.0
193,Dominica,16,0.0,15.0
194,Namibia,16,0.0,11.0
195,Mauritania,15,2.0,6.0
196,Burundi,15,1.0,7.0
197,Saint Kitts and Nevis,15,0.0,14.0
198,Falkland Islands,13,0.0,13.0
199,Turks and Caicos,12,1.0,10.0
200,Vatican City,12,0.0,2.0
201,Comoros,11,1.0,0.0
202,Montserrat,11,1.0,8.0
203,Bhutan,11,0.0,5.0
204,Greenland,11,0.0,11.0
205,Seychelles,11,0.0,10.0
206,Suriname,10,1.0,9.0
207,MS Zaandam,9,2.0,0.0
208,Papua New Guinea,8,0.0,8.0
209,British Virgin Islands,7,1.0,4.0
210,Caribbean Netherlands,6,0.0,6.0
211,St. Barth,6,0.0,6.0
212,Western Sahara,6,0.0,6.0
213,Anguilla,3,0.0,3.0
214,Lesotho,1,0.0,0.0
215,Saint Pierre Miquelon,1,0.0,1.0
