,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/16/2020 22:30,58182,1696,6639,
1,Guangdong,China,2/16/2020 22:30,1322,4,473,
2,Henan,China,2/16/2020 22:30,1246,16,440,
3,Zhejiang,China,2/16/2020 22:30,1171,0,470,
4,Hunan,China,2/16/2020 22:30,1006,3,467,
5,Anhui,China,2/16/2020 22:30,973,6,266,
6,Jiangxi,China,2/16/2020 22:30,930,1,275,
7,Jiangsu,China,2/16/2020 22:30,626,0,226,
8,Chongqing,China,2/16/2020 22:30,551,5,207,
9,Shandong,China,2/16/2020 22:30,541,2,175,
10,Sichuan,China,2/16/2020 22:30,495,3,136,
11,Heilongjiang,China,2/16/2020 22:30,457,11,80,
12,Beijing,China,2/16/2020 22:30,381,4,114,
13,Yokohama,Japan,2/16/2020 22:30,355,0,0,
14,Shanghai,China,2/16/2020 22:30,331,1,140,
15,Hebei,China,2/16/2020 22:30,301,3,109,
16,Fujian,China,2/16/2020 22:30,290,0,84,
17,Guangxi,China,2/16/2020 22:30,238,2,51,
18,Shaanxi,China,2/16/2020 22:30,240,0,74,
19,Yunnan,China,2/16/2020 22:30,171,0,42,
20,Hainan,China,2/16/2020 22:30,162,4,52,
21,Guizhou,China,2/16/2020 22:30,146,1,47,
22,Shanxi,China,2/16/2020 22:30,129,0,50,
23,Tianjin,China,2/16/2020 22:30,125,3,45,
24,Liaoning,China,2/16/2020 22:30,121,1,41,
25,Gansu,China,2/16/2020 22:30,90,2,54,
26,Jilin,China,2/16/2020 22:30,89,1,30,
27,,Singapore,2/16/2020 22:30,75,0,19,
28,Xinjiang,China,2/16/2020 22:30,75,1,12,
29,Ningxia,China,2/16/2020 22:30,70,0,33,
30,Inner Mongolia,China,2/16/2020 22:30,72,0,8,
31,Hong Kong,Hong Kong,2/16/2020 22:30,57,1,2,
32,,Japan,2/16/2020 22:30,62,1,17,
33,,Thailand,2/16/2020 22:30,34,0,14,
34,,S. Korea,2/16/2020 22:30,30,0,9,
35,,Malaysia,2/16/2020 22:30,22,0,8,
36,Qinghai,China,2/16/2020 22:30,18,0,13,
37,Taiwan,Taiwan,2/16/2020 22:30,20,1,2,
38,,Germany,2/16/2020 22:30,16,0,3,
39,,Vietnam,2/16/2020 22:30,16,0,7,
40,,France,2/16/2020 22:30,12,1,4,
41,Macau,Macao,2/16/2020 22:30,10,0,5,
42,,UK,2/16/2020 22:30,9,0,8,
43,,UAE,2/16/2020 22:30,9,0,3,
44,California,USA,2/16/2020 22:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
45,Queensland,Australia,2/16/2020 22:30,5,0,0,
46,British Columbia,Canada,2/16/2020 22:30,5,0,0,
47,New South Wales,Australia,2/16/2020 22:30,4,0,4,
48,Victoria,Australia,2/16/2020 22:30,4,0,4,
49,,India,2/16/2020 22:30,3,0,3,
50,Ontario,Canada,2/16/2020 22:30,3,0,1,
51,,Philippines,2/16/2020 22:30,3,1,2,
52,,Italy,2/16/2020 22:30,3,0,0,
53,,Russia,2/16/2020 22:30,2,0,2,
54,Illinois,USA,2/16/2020 22:30,2,0,2,Chicago
55,South Australia,Australia,2/16/2020 22:30,2,0,0,
56,,Spain,2/16/2020 22:30,2,0,2,
57,,Cambodia,2/16/2020 22:30,1,0,1,
58,,Finland,2/16/2020 22:30,1,0,1,
59,,Sri Lanka,2/16/2020 22:30,1,0,1,
60,Tibet,China,2/16/2020 22:30,1,0,1,
61,,Nepal,2/16/2020 22:30,1,0,1,
62,,Sweden,2/16/2020 22:30,1,0,0,
63,Massachusetts,USA,2/16/2020 22:30,1,0,0,Boston
64,WA,USA,2/16/2020 22:30,1,0,1,Seattle
65,Arizona,USA,2/16/2020 22:30,1,0,0,Tempe
66,Brussels,Belgium,2/16/2020 22:30,1,0,0,
67,WI,USA,2/16/2020 22:30,1,0,0,Madison
68,Texas,USA,2/16/2020 22:30,1,0,0,
69,,Egypt,2/16/2020 22:30,1,0,0,
