,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/15/2020 23:00,56249,1596,5623,
1,Guangdong,China,2/15/2020 23:00,1316,2,438,
2,Henan,China,2/15/2020 23:00,1231,13,415,
3,Zhejiang,China,2/15/2020 23:00,1167,0,437,
4,Hunan,China,2/15/2020 23:00,1004,3,449,
5,Anhui,China,2/15/2020 23:00,962,6,242,
6,Jiangxi,China,2/15/2020 23:00,925,1,239,
7,Jiangsu,China,2/15/2020 23:00,617,0,207,
8,Chongqing,China,2/15/2020 23:00,544,5,184,
9,Shandong,China,2/15/2020 23:00,537,2,164,
10,Sichuan,China,2/15/2020 23:00,481,3,130,
11,Heilongjiang,China,2/15/2020 23:00,445,11,73,
12,Beijing,China,2/15/2020 23:00,380,4,105,
13,Yokohama,Japan,2/15/2020 23:00,355,0,0,
14,Shanghai,China,2/15/2020 23:00,328,1,140,
15,Hebei,China,2/15/2020 23:00,300,3,101,
16,Fujian,China,2/15/2020 23:00,287,0,77,
17,Guangxi,China,2/15/2020 23:00,237,2,46,
18,Shaanxi,China,2/15/2020 23:00,236,0,64,
19,Yunnan,China,2/15/2020 23:00,169,0,42,
20,Hainan,China,2/15/2020 23:00,162,4,39,
21,Guizhou,China,2/15/2020 23:00,144,1,41,
22,Shanxi,China,2/15/2020 23:00,128,0,46,
23,Tianjin,China,2/15/2020 23:00,122,3,37,
24,Liaoning,China,2/15/2020 23:00,120,1,35,
25,Gansu,China,2/15/2020 23:00,90,2,49,
26,Jilin,China,2/15/2020 23:00,89,1,28,
27,,Singapore,2/15/2020 23:00,72,0,18,
28,Xinjiang,China,2/15/2020 23:00,71,1,11,
29,Ningxia,China,2/15/2020 23:00,70,0,33,
30,Inner Mongolia,China,2/15/2020 23:00,70,0,7,
31,Hong Kong,Hong Kong,2/15/2020 23:00,56,1,1,
32,,Japan,2/15/2020 23:00,53,1,12,
33,,Thailand,2/15/2020 23:00,34,0,14,
34,,S. Korea,2/15/2020 23:00,29,0,9,
35,,Malaysia,2/15/2020 23:00,22,0,7,
36,Qinghai,China,2/15/2020 23:00,18,0,13,
37,Taiwan,Taiwan,2/15/2020 23:00,18,0,2,
38,,Germany,2/15/2020 23:00,16,0,3,
39,,Vietnam,2/15/2020 23:00,16,0,7,
40,,France,2/15/2020 23:00,12,1,4,
41,Macau,Macao,2/15/2020 23:00,10,0,3,
42,,UK,2/15/2020 23:00,9,0,8,
43,,UAE,2/15/2020 23:00,8,0,3,
44,California,USA,2/15/2020 23:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
45,Queensland,Australia,2/15/2020 23:00,5,0,0,
46,British Columbia,Canada,2/15/2020 23:00,5,0,0,
47,New South Wales,Australia,2/15/2020 23:00,4,0,4,
48,Victoria,Australia,2/15/2020 23:00,4,0,4,
49,,India,2/15/2020 23:00,3,0,3,
50,Ontario,Canada,2/15/2020 23:00,3,0,1,
51,,Philippines,2/15/2020 23:00,3,1,2,
52,,Italy,2/15/2020 23:00,3,0,0,
53,,Russia,2/15/2020 23:00,2,0,2,
54,Illinois,USA,2/15/2020 23:00,2,0,2,Chicago
55,South Australia,Australia,2/15/2020 23:00,2,0,0,
56,,Spain,2/15/2020 23:00,2,0,2,
57,,Cambodia,2/15/2020 23:00,1,0,1,
58,,Finland,2/15/2020 23:00,1,0,1,
59,,Sri Lanka,2/15/2020 23:00,1,0,1,
60,Tibet,China,2/15/2020 23:00,1,0,1,
61,,Nepal,2/15/2020 23:00,1,0,1,
62,,Sweden,2/15/2020 23:00,1,0,0,
63,Massachusetts,USA,2/15/2020 23:00,1,0,0,Boston
64,WA,USA,2/15/2020 23:00,1,0,1,Seattle
65,Arizona,USA,2/15/2020 23:00,1,0,0,Tempe
66,Brussels,Belgium,2/15/2020 23:00,1,0,0,
67,WI,USA,2/15/2020 23:00,1,0,0,Madison
68,Texas,USA,2/15/2020 23:00,1,0,0,
69,,Egypt,2/15/2020 23:00,1,0,0,
