,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
0,Hubei,China,2/24/2020 23:00,64786,2563,18877,
1,Guangdong,China,2/24/2020 23:00,1347,7,805,
2,Zhejiang,China,2/24/2020 23:00,1205,1,794,
3,Shandong,China,2/24/2020 23:00,755,6,343,
4,Henan,China,2/24/2020 23:00,1271,19,989,
5,Anhui,China,2/24/2020 23:00,989,6,727,
6,Jiangxi,China,2/24/2020 23:00,934,1,682,
7,Hunan,China,2/24/2020 23:00,1016,4,751,
8,Heilongjiang,China,2/24/2020 23:00,480,12,241,
9,Sichuan,China,2/24/2020 23:00,529,3,281,
10,Chongqing,China,2/24/2020 23:00,576,6,349,
11,Jiangsu,China,2/24/2020 23:00,631,0,458,
12,Beijing,China,2/24/2020 23:00,400,4,215,
13,Guangxi,China,2/24/2020 23:00,252,2,131,
14,Fujian,China,2/24/2020 23:00,294,1,193,
15,Shanghai,China,2/24/2020 23:00,335,3,268,
16,Hebei,China,2/24/2020 23:00,311,6,241,
17,Shaanxi,China,2/24/2020 23:00,245,1,175,
18,Yunnan,China,2/24/2020 23:00,174,2,124,
19,Tianjin,China,2/24/2020 23:00,135,3,87,
20,Hainan,China,2/24/2020 23:00,168,5,122,
21,Hong Kong,Hong Kong,2/24/2020 23:00,81,2,18,
22,Guizhou,China,2/24/2020 23:00,146,2,103,
23,Liaoning,China,2/24/2020 23:00,121,1,83,
24,Shanxi,China,2/24/2020 23:00,133,0,94,
25,Inner Mongolia,China,2/24/2020 23:00,75,0,34,
26,Xinjiang,China,2/24/2020 23:00,76,2,30,
27,Jilin,China,2/24/2020 23:00,93,1,60,
28,Ningxia,China,2/24/2020 23:00,71,0,61,
29,Taiwan,Taiwan,2/24/2020 23:00,30,1,5,
30,Gansu,China,2/24/2020 23:00,91,2,80,
31,Macau,Macao,2/24/2020 23:00,10,0,6,
32,Qinghai,China,2/24/2020 23:00,18,0,18,
33,Tibet,China,2/24/2020 23:00,1,0,1,
34,Yokohama,Japan,2/24/2020 23:00,691,4,3,
35,,S. Korea,2/24/2020 23:00,893,9,22,
36,,Italy,2/24/2020 23:00,231,7,1,
37,,Japan,2/24/2020 23:00,159,1,23,
38,,Singapore,2/24/2020 23:00,90,0,53,
39,,Thailand,2/24/2020 23:00,35,0,21,
40,,Malaysia,2/24/2020 23:00,22,0,20,
41,,Iran,2/24/2020 23:00,61,12,3,
42,,Germany,2/24/2020 23:00,16,0,14,
43,,Vietnam,2/24/2020 23:00,16,0,15,
44,,France,2/24/2020 23:00,12,1,11,
45,,UAE,2/24/2020 23:00,13,0,3,
46,,UK,2/24/2020 23:00,13,0,8,
47,,Philippines,2/24/2020 23:00,3,1,2,
48,,India,2/24/2020 23:00,3,0,3,
49,,Russia,2/24/2020 23:00,2,0,2,
50,,Spain,2/24/2020 23:00,3,0,2,
51,Brussels,Belgium,2/24/2020 23:00,1,0,1,
52,,Cambodia,2/24/2020 23:00,1,0,1,
53,,Egypt,2/24/2020 23:00,1,0,1,
54,,Finland,2/24/2020 23:00,1,0,1,
55,,Israel,2/24/2020 23:00,2,0,0,
56,,Lebanon,2/24/2020 23:00,1,0,0,
57,,Nepal,2/24/2020 23:00,1,0,1,
58,,Sri Lanka,2/24/2020 23:00,1,0,1,
59,,Sweden,2/24/2020 23:00,1,0,0,
60,,Iraq,2/24/2020 23:00,1,0,0,
61,,Kuwait,2/24/2020 23:00,5,0,0,
62,,Afghanistan,2/24/2020 23:00,1,0,0,
63,,Bahrain,2/24/2020 23:00,2,0,0,
64,,Oman,2/24/2020 23:00,2,0,0,
65,British Columbia,Canada,2/24/2020 23:00,6,0,0,
66,Ontario,Canada,2/24/2020 23:00,5,0,3,
67,Massachusetts,USA,2/24/2020 23:00,1,0,0,Boston
68,Illinois,USA,2/24/2020 23:00,2,0,2,Chicago
69,Wisconsin,USA,2/24/2020 23:00,1,0,0,Madison
70,WA,USA,2/24/2020 23:00,1,0,1,Seattle
71,California,USA,2/24/2020 23:00,10,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
72,Arizona,USA,2/24/2020 23:00,1,0,0,Tempe
73,Texas,USA,2/24/2020 23:00,1,0,0,San Antonio
74,Nebraska,USA,2/24/2020 23:00,36,0,0,
75,Victoria,Australia,2/24/2020 23:00,6,0,4,
76,New South Wales,Australia,2/24/2020 23:00,4,0,4,
77,Queensland,Australia,2/24/2020 23:00,8,0,5,
78,Western Australia,Australia,2/24/2020 23:00,1,0,0,
79,South Australia,Australia,2/24/2020 23:00,3,0,2,
