,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Hubei,China,3/05/2020  06:00,67466,2902,40574
1,Guangdong,China,3/05/2020  06:00,1350,7,1181
2,Zhejiang,China,3/05/2020  06:00,1215,1,1124
3,Shandong,China,3/05/2020  06:00,758,6,577
4,Henan,China,3/05/2020  06:00,1272,22,1239
5,Anhui,China,3/05/2020  06:00,990,6,970
6,Jiangxi,China,3/05/2020  06:00,935,1,901
7,Hunan,China,3/05/2020  06:00,1018,4,938
8,Heilongjiang,China,3/05/2020  06:00,481,13,379
9,Sichuan,China,3/05/2020  06:00,539,3,423
10,Chongqing,China,3/05/2020  06:00,576,6,502
11,Jiangsu,China,3/05/2020  06:00,631,0,580
12,Beijing,China,3/05/2020  06:00,418,8,297
13,Guangxi,China,3/05/2020  06:00,252,2,214
14,Fujian,China,3/05/2020  06:00,296,1,277
15,Shanghai,China,3/05/2020  06:00,338,3,303
16,Hebei,China,3/05/2020  06:00,318,6,303
17,Shaanxi,China,3/05/2020  06:00,245,1,224
18,Yunnan,China,3/05/2020  06:00,174,2,169
19,Tianjin,China,3/05/2020  06:00,136,3,128
20,Hainan,China,3/05/2020  06:00,168,5,158
21,Guizhou,China,3/05/2020  06:00,146,2,114
22,Liaoning,China,3/05/2020  06:00,125,1,106
23,Shanxi,China,3/05/2020  06:00,133,0,124
24,Inner Mongolia,China,3/05/2020  06:00,75,1,64
25,Xinjiang,China,3/05/2020  06:00,76,3,70
26,Jilin,China,3/05/2020  06:00,93,1,87
27,Ningxia,China,3/05/2020  06:00,74,0,69
28,Gansu,China,3/05/2020  06:00,91,2,87
29,Qinghai,China,3/05/2020  06:00,18,0,18
30,Tibet,China,3/05/2020  06:00,1,0,1
31,,S. Korea,3/05/2020  06:00,5766,35,88
32,,Iran,3/05/2020  06:00,3513,107,552
33,,Italy,3/05/2020  06:00,3089,107,276
34,Yokohama,Japan,3/05/2020  06:00,706,6,212
35,,Germany,3/05/2020  06:00,349,0,16
36,,Japan,3/05/2020  06:00,331,6,43
37,,France,3/05/2020  06:00,285,4,12
38,,Spain,3/05/2020  06:00,248,3,2
39,,Singapore,3/05/2020  06:00,112,0,79
40,Hong Kong,Hong Kong,3/05/2020  06:00,105,2,43
41,,Switzerland,3/05/2020  06:00,93,1,3
42,,UK,3/05/2020  06:00,90,0,8
43,,Norway,3/05/2020  06:00,66,0,0
44,,Kuwait,3/05/2020  06:00,58,0,0
45,,Bahrain,3/05/2020  06:00,52,0,1
46,,Sweden,3/05/2020  06:00,52,0,1
47,Brussels,Belgium,3/05/2020  06:00,50,0,1
48,,Malaysia,3/05/2020  06:00,50,0,22
49,,Thailand,3/05/2020  06:00,47,1,30
50,Taiwan,Taiwan,3/05/2020  06:00,42,1,12
51,,Netherlands,3/05/2020  06:00,38,0,0
52,,Austria,3/05/2020  06:00,37,0,0
53,,Iraq,3/05/2020  06:00,35,1,0
54,,India,3/05/2020  06:00,28,0,3
55,,UAE,3/05/2020  06:00,28,0,5
56,,Iceland,3/05/2020  06:00,26,0,1
57,,Algeria,3/05/2020  06:00,17,0,0
58,,San Marino,3/05/2020  06:00,16,0,0
59,,Vietnam,3/05/2020  06:00,16,0,16
60,,Denmark,3/05/2020  06:00,15,0,0
61,,Israel,3/05/2020  06:00,15,0,1
62,,Lebanon,3/05/2020  06:00,15,0,0
63,,Oman,3/05/2020  06:00,15,0,2
64,,Finland,3/05/2020  06:00,12,0,1
65,Macau,Macao,3/05/2020  06:00,10,0,9
66,,Croatia,3/05/2020  06:00,10,0,0
67,,Ecuador,3/05/2020  06:00,10,0,0
68,,Greece,3/05/2020  06:00,10,0,0
69,,Czechia,3/05/2020  06:00,8,0,0
70,,Portugal,3/05/2020  06:00,8,0,0
71,,Qatar,3/05/2020  06:00,8,0,0
72,,Belarus,3/05/2020  06:00,6,0,0
73,,Ireland,3/05/2020  06:00,6,0,0
74,,Mexico,3/05/2020  06:00,6,0,1
75,,Romania,3/05/2020  06:00,6,0,1
76,,Pakistan,3/05/2020  06:00,5,0,0
77,,Russia,3/05/2020  06:00,4,0,2
78,,Senegal,3/05/2020  06:00,4,0,0
79,,Palestine,3/05/2020  06:00,4,0,0
80,,Philippines,3/05/2020  06:00,3,1,2
81,,Azerbaijan,3/05/2020  06:00,3,0,0
82,,Brazil,3/05/2020  06:00,3,0,0
83,,Georgia,3/05/2020  06:00,3,0,0
84,,New Zealand,3/05/2020  06:00,3,0,0
85,,Chile,3/05/2020  06:00,3,0,0
86,,Egypt,3/05/2020  06:00,2,0,1
87,,Estonia,3/05/2020  06:00,2,0,0
88,,Indonesia,3/05/2020  06:00,2,0,0
89,,Morocco,3/05/2020  06:00,2,0,0
90,,Saudi Arabia,3/05/2020  06:00,2,0,0
91,,Bosnia and Herzegovina,3/05/2020  06:00,2,0,0
92,,Hungary,3/05/2020  06:00,2,0,0
93,,Afghanistan,3/05/2020  06:00,1,0,0
94,,Andorra,3/05/2020  06:00,1,0,0
95,,Armenia,3/05/2020  06:00,1,0,0
96,,Cambodia,3/05/2020  06:00,1,0,1
97,,Dominican Republic,3/05/2020  06:00,1,0,0
98,,Jordan,3/05/2020  06:00,1,0,0
99,,Latvia,3/05/2020  06:00,1,0,0
100,,Lithuania,3/05/2020  06:00,1,0,0
101,,Luxembourg,3/05/2020  06:00,1,0,0
102,,North Macedonia,3/05/2020  06:00,1,0,0
103,,Monaco,3/05/2020  06:00,1,0,0
104,,Nepal,3/05/2020  06:00,1,0,1
105,,Nigeria,3/05/2020  06:00,1,0,0
106,,Sri Lanka,3/05/2020  06:00,1,0,1
107,,Tunisia,3/05/2020  06:00,1,0,0
108,,Ukraine,3/05/2020  06:00,1,0,0
109,,Argentina,3/05/2020  06:00,1,0,0
110,,Liechtenstein,3/05/2020  06:00,1,0,0
111,,Poland,3/05/2020  06:00,1,0,0
112,,Slovenia,3/05/2020  06:00,1,0,0
113,British Columbia,Canada,3/05/2020  06:00,13,0,3
114,Ontario,Canada,3/05/2020  06:00,20,0,3
115,Quebec,Canada,3/05/2020  06:00,1,0,0
116,WA,USA,3/05/2020  06:00,41,10,1
117,Oregon,USA,3/05/2020  06:00,3,0,0
118,California,USA,3/05/2020  06:00,40,1,2
119,Arizona,USA,3/05/2020  06:00,2,0,1
120,Texas,USA,3/05/2020  06:00,5,0,0
121,Florida,USA,3/05/2020  06:00,3,0,0
122,Georgia,USA,3/05/2020  06:00,2,0,0
123,North Carolina,USA,3/05/2020  06:00,1,0,0
124,New Jersey,USA,3/05/2020  06:00,1,0,0
125,New York,USA,3/05/2020  06:00,11,0,0
126,Rhode Island,USA,3/05/2020  06:00,2,0,0
127,Massachusetts,USA,3/05/2020  06:00,2,0,1
128,New Hampshire,USA,3/05/2020  06:00,2,0,0
129,Illinois,USA,3/05/2020  06:00,4,0,2
130,Wisconsin,USA,3/05/2020  06:00,1,0,0
131,From Diamond Princess cruise,USA,3/05/2020  06:00,42,0,0
132,Queensland,Australia,3/05/2020  06:00,13,0,8
133,New South Wales,Australia,3/05/2020  06:00,22,1,4
134,Victoria,Australia,3/05/2020  06:00,10,0,7
135,South Australia,Australia,3/05/2020  06:00,7,0,2
136,Western Australia,Australia,3/05/2020  06:00,3,1,0
137,Tasmania,Australia,3/05/2020  06:00,1,0,0
138,Northern Territory,Australia,3/05/2020  06:00,1,0,0
