,Country/Region,Confirmed,Deaths,Recovered
0,China,80796,3169.0,14784
1,Italy,15113,1016.0,12839
2,Iran,10075,429.0,6370
3,S. Korea,7869,66.0,7470
4,Spain,3146,86.0,2871
5,France,2876,61.0,2803
6,Germany,2745,6.0,2714
7,USA,1715,41.0,1644
8,Switzerland,868,7.0,857
9,Norway,800,1.0,798
10,Diamond Princess,696,7.0,364
11,Japan,691,19.0,554
12,Sweden,687,1.0,685
13,Denmark,674,0.0,673
14,Netherlands,614,5.0,607
15,UK,590,10.0,562
16,Belgium,399,3.0,395
17,Austria,361,1.0,356
18,Qatar,262,0.0,262
19,Bahrain,197,0.0,162
20,Singapore,187,0.0,91
21,Malaysia,158,0.0,132
22,Australia,156,3.0,127
23,Canada,142,1.0,130
24,Hong Kong,130,3.0,50
25,Greece,117,1.0,116
26,Czechia,113,0.0,113
27,Finland,109,0.0,108
28,Iceland,109,0.0,109
29,Israel,109,0.0,105
30,Slovenia,96,0.0,96
31,UAE,85,0.0,65
32,Iraq,83,8.0,51
33,Egypt,80,2.0,51
34,Kuwait,80,0.0,75
35,Portugal,78,0.0,77
36,Brazil,77,0.0,77
37,India,74,1.0,69
38,San Marino,72,5.0,67
39,Ireland,70,1.0,69
40,Thailand,70,1.0,34
41,Lebanon,68,3.0,64
42,Romania,59,0.0,53
43,Philippines,52,2.0,48
44,Poland,51,1.0,50
45,Taiwan,49,1.0,28
46,Saudi Arabia,45,0.0,44
47,Vietnam,39,0.0,23
48,Indonesia,34,1.0,30
49,Russia,34,0.0,31
50,Chile,33,0.0,33
51,Palestine,31,0.0,31
52,Argentina,30,1.0,29
53,Croatia,27,0.0,26
54,Estonia,27,0.0,27
55,Algeria,26,2.0,14
56,Luxembourg,26,0.0,26
57,Georgia,25,0.0,25
58,Brunei,25,0.0,25
59,Serbia,24,0.0,24
60,Albania,23,1.0,22
61,Bulgaria,23,1.0,22
62,Costa Rica,23,0.0,23
63,Peru,22,0.0,22
64,Belarus,21,0.0,18
65,Pakistan,21,0.0,19
66,Slovakia,21,0.0,21
67,Oman,18,0.0,9
68,Ecuador,17,0.0,17
69,South Africa,17,0.0,17
70,Latvia,16,0.0,15
71,Hungary,16,0.0,16
72,Azerbaijan,15,1.0,11
73,Panama,14,1.0,13
74,Tunisia,13,0.0,13
75,Mexico,12,0.0,8
76,Bosnia and Herzegovina,11,0.0,11
77,Macao,10,0.0,0
78,Senegal,10,0.0,9
79,Cyprus,10,0.0,10
80,North Macedonia,9,0.0,8
81,Colombia,9,0.0,9
82,Malta,9,0.0,9
83,Maldives,8,0.0,8
84,Afghanistan,7,0.0,7
85,Morocco,6,1.0,5
86,Armenia,6,0.0,6
87,French Guiana,6,0.0,6
88,Moldova,6,0.0,6
89,Cambodia,5,0.0,4
90,Dominican Republic,5,0.0,5
91,New Zealand,5,0.0,5
92,Paraguay,5,0.0,5
93,Liechtenstein,4,0.0,4
94,Réunion,4,0.0,4
95,Lithuania,3,0.0,3
96,Sri Lanka,3,0.0,2
97,Ukraine,3,0.0,3
98,Bangladesh,3,0.0,3
99,Bolivia,3,0.0,3
100,Channel Islands,3,0.0,3
101,Cuba,3,0.0,3
102,Martinique,3,0.0,3
103,Nigeria,2,0.0,2
104,Burkina Faso,2,0.0,2
105,Cameroon,2,0.0,2
106,Faeroe Islands,2,0.0,2
107,Ghana,2,0.0,2
108,Honduras,2,0.0,2
109,Jamaica,2,0.0,2
110,Saint Martin,2,0.0,2
111,Guyana,1,1.0,0
112,Andorra,1,0.0,1
113,Jordan,1,0.0,1
114,Monaco,1,0.0,1
115,Nepal,1,0.0,0
116,Bhutan,1,0.0,1
117,Ivory Coast,1,0.0,1
118,DRC,1,0.0,1
119,French Polynesia,1,0.0,1
120,Gibraltar,1,0.0,0
121,Vatican City,1,0.0,1
122,Mongolia,1,0.0,1
123,St. Barth,1,0.0,1
124,St. Vincent Grenadines,1,0.0,1
125,Togo,1,0.0,1
126,Trinidad and Tobago,1,0.0,1
127,Turkey,1,0.0,1
