,Country/Region,Confirmed,Deaths,Recovered
0,World,2993262,206915.0,877411.0
1,USA,987160,55413.0,118781.0
2,Spain,226629,23190.0,117727.0
3,Italy,197675,26644.0,64928.0
4,France,162100,22856.0,44903.0
5,Germany,157770,5976.0,112000.0
6,UK,152840,20732.0,0.0
7,Turkey,110130,2805.0,29140.0
8,Iran,90481,5710.0,69657.0
9,China,82827,4632.0,77394.0
10,Russia,80949,747.0,6767.0
11,Brazil,62859,4271.0,30152.0
12,Canada,46895,2560.0,17321.0
13,Belgium,46134,7094.0,10785.0
14,Netherlands,37845,4475.0,0.0
15,Switzerland,29061,1610.0,21800.0
16,India,27890,881.0,6523.0
17,Peru,27517,728.0,8088.0
18,Portugal,23864,903.0,1329.0
19,Ecuador,22719,576.0,1366.0
20,Ireland,19262,1087.0,9233.0
21,Sweden,18640,2194.0,1005.0
22,Saudi Arabia,17522,139.0,2357.0
23,Israel,15443,201.0,6731.0
24,Austria,15225,542.0,12282.0
25,Mexico,13842,1305.0,7149.0
26,Singapore,13624,12.0,1060.0
27,Japan,13441,372.0,1809.0
28,Chile,13331,189.0,7024.0
29,Pakistan,13328,281.0,2936.0
30,Poland,11617,535.0,2265.0
31,Romania,11036,619.0,3054.0
32,S. Korea,10728,242.0,8717.0
33,Belarus,10463,72.0,1695.0
34,UAE,10349,76.0,1978.0
35,Qatar,10287,10.0,1012.0
36,Indonesia,8882,743.0,1107.0
37,Ukraine,8617,209.0,840.0
38,Denmark,8575,422.0,5805.0
39,Serbia,8042,156.0,1182.0
40,Philippines,7579,501.0,862.0
41,Norway,7527,201.0,32.0
42,Czechia,7404,220.0,2545.0
43,Australia,6716,83.0,5560.0
44,Dominican Republic,6135,278.0,910.0
45,Malaysia,5780,98.0,3862.0
46,Panama,5538,159.0,338.0
47,Bangladesh,5416,145.0,122.0
48,Colombia,5379,244.0,1133.0
49,Finland,4576,190.0,2500.0
50,South Africa,4546,87.0,1473.0
51,Egypt,4534,317.0,1176.0
52,Morocco,4065,161.0,593.0
53,Argentina,3892,192.0,1107.0
54,Luxembourg,3723,88.0,3104.0
55,Moldova,3408,96.0,895.0
56,Algeria,3382,425.0,1508.0
57,Kuwait,3075,20.0,806.0
