,Country/Region,Confirmed,Deaths,Recovered
0,China,80824,3189.0,12062
1,Italy,21157,1441.0,17750
2,Iran,12729,611.0,7779
3,S. Korea,8086,72.0,7300
4,Spain,6391,195.0,5679
5,Germany,4599,9.0,4544
6,France,4469,91.0,4366
7,USA,2499,57.0,2393
8,Switzerland,1375,13.0,1358
9,UK,1140,21.0,1101
10,Norway,1108,3.0,1104
11,Sweden,961,2.0,958
12,Netherlands,959,12.0,945
13,Denmark,827,1.0,825
14,Japan,804,22.0,638
15,Diamond Princess,696,7.0,233
16,Belgium,689,4.0,684
17,Austria,655,1.0,648
18,Qatar,337,0.0,333
19,Australia,248,3.0,218
20,Canada,247,1.0,235
21,Malaysia,238,0.0,203
22,Greece,228,3.0,217
23,Finland,225,0.0,215
24,Bahrain,212,0.0,152
25,Singapore,212,0.0,107
26,Israel,193,0.0,189
27,Czechia,189,0.0,189
28,Slovenia,181,1.0,180
29,Portugal,169,0.0,167
30,Iceland,156,0.0,156
31,Brazil,151,0.0,150
32,Hong Kong,142,4.0,57
33,Ireland,129,2.0,127
34,Romania,123,0.0,114
35,Estonia,115,0.0,115
36,Philippines,111,8.0,101
37,Iraq,110,10.0,74
38,Egypt,109,2.0,80
39,Kuwait,104,0.0,99
40,Poland,103,3.0,87
41,Saudi Arabia,103,0.0,102
42,San Marino,101,5.0,92
43,India,97,2.0,85
44,Indonesia,96,5.0,83
45,Lebanon,93,3.0,89
46,UAE,85,0.0,65
47,Thailand,82,1.0,46
48,Chile,61,0.0,61
49,Russia,59,0.0,51
50,Taiwan,53,1.0,32
51,Vietnam,53,0.0,37
52,Luxembourg,51,1.0,50
53,Serbia,46,0.0,46
54,Slovakia,44,0.0,44
55,Bulgaria,41,2.0,39
56,Brunei,40,0.0,40
57,Albania,38,1.0,37
58,Croatia,38,0.0,37
59,Peru,38,0.0,38
60,South Africa,38,0.0,38
61,Palestine,38,0.0,38
62,Algeria,37,3.0,24
63,Panama,36,1.0,35
64,Argentina,34,2.0,32
65,Pakistan,31,0.0,29
66,Georgia,30,0.0,30
67,Hungary,30,0.0,29
68,Ecuador,28,1.0,27
69,Belarus,27,0.0,24
70,Costa Rica,27,0.0,27
71,Latvia,26,0.0,25
72,Mexico,26,0.0,22
73,Cyprus,26,0.0,26
74,Colombia,22,0.0,22
75,Senegal,21,0.0,19
76,Oman,19,0.0,10
77,Armenia,18,0.0,18
78,Tunisia,18,0.0,18
79,Bosnia and Herzegovina,18,0.0,18
80,Malta,18,0.0,17
81,Morocco,17,1.0,15
82,Azerbaijan,15,1.0,11
83,North Macedonia,13,0.0,12
84,Moldova,12,0.0,12
85,Afghanistan,11,0.0,11
86,Dominican Republic,11,0.0,11
87,Macao,10,0.0,0
88,Sri Lanka,10,0.0,9
89,Bolivia,10,0.0,10
90,Maldives,10,0.0,10
91,Martinique,10,0.0,10
92,Faeroe Islands,9,0.0,9
93,Lithuania,8,0.0,7
94,Jamaica,8,0.0,8
95,Cambodia,7,0.0,6
96,French Guiana,7,0.0,7
97,Paraguay,7,0.0,7
98,New Zealand,6,0.0,6
99,Kazakhstan,6,0.0,6
100,Réunion,6,0.0,6
101,Turkey,6,0.0,6
102,Bangladesh,5,0.0,3
103,Cuba,4,0.0,4
104,Liechtenstein,4,0.0,4
105,Uruguay,4,0.0,4
106,Ukraine,3,1.0,2
107,Channel Islands,3,0.0,3
108,French Polynesia,3,0.0,3
109,Guadeloupe,3,0.0,3
110,Honduras,3,0.0,3
111,Puerto Rico,3,0.0,3
112,Monaco,2,0.0,2
113,Nigeria,2,0.0,2
114,Aruba,2,0.0,2
115,Burkina Faso,2,0.0,2
116,Cameroon,2,0.0,2
117,DRC,2,0.0,2
118,Ghana,2,0.0,2
119,Namibia,2,0.0,2
120,Saint Martin,2,0.0,2
121,Seychelles,2,0.0,2
122,Trinidad and Tobago,2,0.0,2
123,Venezuela,2,0.0,2
124,Guyana,1,1.0,0
125,Sudan,1,1.0,0
126,Andorra,1,0.0,1
127,Jordan,1,0.0,0
128,Nepal,1,0.0,0
129,Antigua and Barbuda,1,0.0,1
130,Bhutan,1,0.0,1
131,Cayman Islands,1,0.0,1
132,Ivory Coast,1,0.0,1
133,Curaçao,1,0.0,1
134,Ethiopia,1,0.0,1
135,Gabon,1,0.0,1
136,Gibraltar,1,0.0,0
137,Guatemala,1,0.0,1
138,Guinea,1,0.0,1
139,Vatican City,1,0.0,1
140,Kenya,1,0.0,1
141,Mauritania,1,0.0,1
142,Mayotte,1,0.0,1
143,Mongolia,1,0.0,1
144,Rwanda,1,0.0,1
145,St. Barth,1,0.0,1
146,Saint Lucia,1,0.0,1
147,St. Vincent Grenadines,1,0.0,1
148,Suriname,1,0.0,1
149,Eswatini,1,0.0,1
150,Togo,1,0.0,1
151,U.S. Virgin Islands,1,0.0,1
